,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1691,ts249161,Tariqi: My Way,SHOW,2015,TV-14,41,music,US,1.0,tt5528490,7.1,148.0,,
1692,ts107658,Mind Game,SHOW,2015,TV-14,44,drama,US,1.0,tt8879588,7.5,12.0,,
1699,ts56544,Bibik Bibikku,SHOW,2016,TV-PG,40,drama,MY,1.0,,,,1.674,
1706,ts77795,Derry Girls,SHOW,2018,TV-MA,27,comedy,GB,3.0,tt7120662,8.4,34026.0,16.567,8.1
1707,ts56683,The Sinner,SHOW,2017,TV-MA,45,crime,US,4.0,tt6048596,7.9,118746.0,51.938,7.5
1709,ts53864,Ozark,SHOW,2017,TV-MA,60,crime,US,4.0,tt5071412,8.5,300454.0,146.805,8.245
1711,ts55668,Dark,SHOW,2017,TV-MA,56,crime,DE,3.0,tt5753856,8.7,363469.0,164.601,8.4
1714,ts81064,Legacies,SHOW,2018,TV-14,41,fantasy,US,4.0,tt8103070,7.2,30634.0,230.337,8.5
1715,ts81294,Manifest,SHOW,2018,TV-14,42,scifi,US,4.0,tt8421350,7.1,53185.0,145.572,7.7
1716,ts53023,Riverdale,SHOW,2017,TV-14,42,drama,US,6.0,tt5420376,6.6,141250.0,341.862,8.531
1720,ts78801,Cobra Kai,SHOW,2018,TV-14,31,comedy,US,5.0,tt7221388,8.5,166830.0,331.306,8.167
1722,ts42405,Mindhunter,SHOW,2017,TV-MA,53,thriller,US,2.0,tt5290382,8.6,261429.0,37.904,8.0
1724,ts56768,Money Heist,SHOW,2017,TV-MA,49,crime,ES,5.0,tt6468322,8.2,461688.0,1.4,
1725,ts83970,All American,SHOW,2018,TV-14,42,sport,US,5.0,tt7414406,7.6,9704.0,33.102,8.272
1726,ts79813,You,SHOW,2018,TV-MA,47,drama,US,3.0,tt7335184,7.7,230119.0,85.558,8.1
1729,ts77398,Lost in Space,SHOW,2018,TV-PG,49,family,US,3.0,tt5232792,7.3,98084.0,55.052,7.654
1730,ts81884,Bodyguard,SHOW,2018,TV-MA,60,thriller,GB,2.0,tt7493974,8.1,118124.0,19.085,7.9
1731,ts82584,Rise of the Teenage Mutant Ninja Turtles,SHOW,2018,TV-Y7,17,family,US,2.0,tt6601082,4.9,3153.0,17.577,6.4
1732,ts74816,American Vandal,SHOW,2017,TV-MA,33,drama,US,2.0,tt6877772,8.1,30399.0,17.642,7.6
1733,ts75151,Godless,SHOW,2017,TV-MA,65,western,US,1.0,tt5516154,7.6,27.0,16.273,7.754
1734,ts77955,Somebody Feed Phil,SHOW,2018,TV-14,52,documentation,US,5.0,tt7752034,8.2,4850.0,9.24,7.4
1735,ts58133,Manhunt,SHOW,2017,TV-14,43,crime,US,2.0,tt5618256,8.1,58120.0,18.55,7.7
1736,ts58433,The Haunting of Hill House,SHOW,2018,TV-MA,58,thriller,US,1.0,tt6763664,8.6,231950.0,50.336,8.1
1739,ts42477,Babylon Berlin,SHOW,2017,TV-MA,49,european,DE,4.0,tt4378376,8.4,23638.0,33.053,7.9
1740,ts54102,Altered Carbon,SHOW,2018,TV-MA,52,action,US,2.0,tt2261227,7.9,164872.0,52.901,7.8
1741,ts56261,Castlevania,SHOW,2017,TV-MA,26,drama,US,4.0,tt6517102,8.3,62722.0,50.499,8.3
1742,ts84785,Dirty John,SHOW,2018,TV-MA,44,crime,US,2.0,tt15438396,7.2,21280.0,15.079,7.3
1744,ts57465,Dynasty,SHOW,2017,TV-14,42,drama,US,5.0,tt6128300,7.2,21637.0,49.457,8.2
1746,ts57120,Good Girls,SHOW,2018,TV-14,42,drama,US,4.0,tt6474378,7.7,50919.0,33.403,8.1
1747,ts57850,HAPPY!,SHOW,2017,TV-MA,43,comedy,US,2.0,tt2452242,8.1,38172.0,13.215,7.5
1748,ts74823,Wet Hot American Summer: Ten Years Later,SHOW,2017,TV-MA,27,comedy,US,1.0,tt5669422,6.9,8639.0,8.032,6.6
1749,ts53663,Workin' Moms,SHOW,2017,TV-MA,23,drama,CA,6.0,tt6143796,7.7,16488.0,23.833,7.9
1750,ts75097,Maniac,SHOW,2018,TV-MA,39,drama,US,1.0,tt5580146,7.7,77069.0,14.064,7.4
1751,ts79229,Wild Wild Country,SHOW,2018,TV-MA,67,crime,US,1.0,tt7768848,8.1,29939.0,9.646,7.95
1753,ts55982,Anne with an E,SHOW,2017,TV-G,46,family,CA,3.0,tt5421602,8.7,52756.0,150.37,8.8
1755,ts76243,The End of the F***ing World,SHOW,2017,TV-MA,21,crime,GB,2.0,tt6257970,8.1,182217.0,50.694,8.2
1756,ts77852,Trolls: The Beat Goes On!,SHOW,2018,TV-G,20,family,US,8.0,tt7539608,5.8,806.0,21.406,8.6
1757,ts56969,Atypical,SHOW,2017,TV-14,31,drama,US,4.0,tt6315640,8.3,81643.0,37.513,8.3
1759,ts39015,A Series of Unfortunate Events,SHOW,2017,TV-PG,47,comedy,US,3.0,tt4834206,7.8,59959.0,55.144,7.345
1760,ts81208,Charmed,SHOW,2018,TV-14,40,fantasy,US,4.0,tt6394324,4.6,16533.0,92.694,7.427
1763,ts58155,Alias Grace,SHOW,2017,TV-MA,44,crime,CA,1.0,tt1034007,7.7,32177.0,13.586,7.3
1764,ts269185,Cold Case Files,SHOW,2017,TV-14,42,documentation,US,2.0,tt6459472,7.9,1292.0,2.879,8.0
1765,ts53198,One Day at a Time,SHOW,2017,TV-PG,28,drama,US,4.0,tt5339440,8.1,16167.0,17.017,8.1
1768,ts84328,The Bureau of Magical Things,SHOW,2018,TV-G,24,family,AU,2.0,tt7153034,6.7,2152.0,20.189,7.5
1769,ts53545,Santa Clarita Diet,SHOW,2017,TV-MA,29,comedy,US,3.0,tt5580540,7.8,66326.0,19.982,7.5
1770,ts58367,Safe,SHOW,2018,TV-MA,45,crime,GB,1.0,tt7902072,7.2,42239.0,9.531,6.9
1771,ts55798,Stranger,SHOW,2017,TV-MA,64,scifi,KR,2.0,tt6461346,8.5,8066.0,25.007,8.5
1776,ts241248,Cocomelon,SHOW,2018,TV-PG,6,comedy,US,4.0,tt12427840,4.7,570.0,3.372,7.1
1781,ts72247,Disenchantment,SHOW,2018,TV-14,28,animation,US,4.0,tt5363918,7.2,59907.0,49.462,7.561
1782,ts75879,Big Mouth,SHOW,2017,TV-MA,27,animation,US,6.0,tt6524350,7.9,76088.0,61.436,7.9
1784,ts74809,Knightfall,SHOW,2017,TV-14,44,drama,US,2.0,tt4555364,6.7,20112.0,28.09,7.0
1785,ts55720,GLOW,SHOW,2017,TV-MA,34,drama,US,4.0,tt0784878,8.0,45533.0,17.486,7.4
1787,ts312241,Oats Studios,SHOW,2017,TV-MA,12,horror,US,1.0,tt16351432,6.4,1512.0,8.612,8.0
1789,ts52821,Watership Down,SHOW,2018,TV-PG,50,action,GB,1.0,tt5670764,7.2,6175.0,10.0,6.9
1791,ts82189,BAKI,SHOW,2018,TV-MA,24,sport,JP,3.0,tt6357658,6.7,6041.0,207.49,8.1
1796,ts82849,The Kominsky Method,SHOW,2018,TV-MA,26,comedy,US,3.0,tt7255502,8.2,38900.0,18.106,7.6
1797,ts55781,Black Spot,SHOW,2017,TV-MA,55,horror,BE,2.0,tt6519410,7.4,11068.0,17.457,7.0
1798,ts78305,Elite,SHOW,2018,TV-MA,48,crime,ES,5.0,tt7134908,7.4,75337.0,224.739,8.1
1799,ts56648,The Keepers,SHOW,2017,TV-MA,56,crime,US,1.0,tt6502890,8.2,14.0,8.556,7.5
1800,ts42294,13 Reasons Why,SHOW,2017,TV-MA,58,drama,US,4.0,tt1837492,7.5,286015.0,80.574,7.748
1803,ts54054,Imposters,SHOW,2017,TV-14,43,drama,US,2.0,tt5212822,7.8,13529.0,17.273,7.3
1804,ts77518,Teasing Master Takagi-san,SHOW,2018,TV-PG,24,comedy,JP,3.0,tt7808344,7.7,2153.0,49.106,8.274
1805,ts82526,Narcos: Mexico,SHOW,2018,TV-MA,58,drama,US,3.0,tt8714904,8.4,82042.0,92.102,7.9
1806,ts57055,Black Lightning,SHOW,2018,TV-14,41,drama,US,4.0,tt6045840,6.1,24646.0,45.271,7.2
1807,ts84574,Salt Fat Acid Heat,SHOW,2018,Not Available,43,documentation,US,1.0,tt8772088,7.7,2447.0,4.037,8.3
1811,ts77563,Mystery Science Theater 3000,SHOW,2017,TV-14,86,comedy,US,2.0,tt6782014,8.1,3656.0,3.279,8.0
1812,ts76458,Deadwind,SHOW,2018,TV-MA,46,crime,FI,3.0,tt6616260,7.2,9068.0,18.234,6.6
1813,ts77824,My Next Guest Needs No Introduction With David Letterman,SHOW,2018,TV-MA,50,Not Available,US,4.0,tt7829834,7.8,5581.0,8.217,7.6
1814,ts77197,Seven Seconds,SHOW,2018,TV-MA,62,drama,US,1.0,tt6297682,7.7,15323.0,9.766,7.4
1815,ts78558,Queer Eye,SHOW,2018,TV-14,47,reality,US,6.0,tt7259746,8.5,18710.0,15.751,7.8
1816,ts76869,Violet Evergarden,SHOW,2018,TV-14,25,drama,JP,1.0,tt7078180,8.4,20919.0,43.782,8.674
1817,ts84280,Rascal Does Not Dream of Bunny Girl Senpai,SHOW,2018,TV-14,25,romance,JP,1.0,tt8993398,8.1,11117.0,61.635,8.8
1821,ts79926,James Acaster: Repertoire,SHOW,2018,TV-14,52,comedy,GB,1.0,tt7818686,8.4,3686.0,2.462,8.4
1824,ts76865,Devilman Crybaby,SHOW,2018,TV-MA,25,fantasy,JP,1.0,tt6660498,7.6,19465.0,37.228,7.887
1826,ts83999,Hilda,SHOW,2018,TV-Y7,25,drama,GB,2.0,tt6385540,8.5,10283.0,18.535,8.3
1831,ts78430,Collateral,SHOW,2018,TV-MA,57,thriller,GB,1.0,tt6729080,6.7,17774.0,23.364,6.4
1832,ts82228,Cells at Work!,SHOW,2018,TV-14,23,fantasy,JP,2.0,tt8673610,7.5,2270.0,16.706,8.3
1833,ts58025,My Little Pony: Equestria Girls,SHOW,2017,TV-Y,22,fantasy,US,1.0,tt13160278,6.5,661.0,11.9,8.1
1834,ts82597,The Dragon Prince,SHOW,2018,TV-Y7,27,thriller,US,3.0,tt8688814,8.4,22187.0,31.275,8.3
1836,ts87369,Rust Valley Restorers,SHOW,2018,TV-14,50,documentation,CA,4.0,tt9498102,7.7,2848.0,12.127,8.1
1840,ts55645,Five Came Back,SHOW,2017,TV-MA,65,documentation,US,1.0,tt6587094,8.3,4671.0,5.86,7.7
1841,ts81331,She-Ra and the Princesses of Power,SHOW,2018,TV-Y7,24,fantasy,US,5.0,tt7745956,7.8,15584.0,26.73,8.8
1843,ts80856,Chilling Adventures of Sabrina,SHOW,2018,TV-14,57,scifi,US,4.0,tt7569592,7.4,91958.0,80.61,8.306
1852,ts80705,Evil Genius,SHOW,2018,TV-MA,48,documentation,US,1.0,tt8342862,7.5,27987.0,9.635,7.5
1853,ts78080,Everything Sucks!,SHOW,2018,TV-14,24,drama,US,1.0,tt7078710,7.5,18621.0,17.251,7.8
1856,ts80035,Nightflyers,SHOW,2018,TV-MA,44,drama,US,1.0,tt6903284,5.8,13222.0,10.291,5.6
1857,ts82560,Dark Tourist,SHOW,2018,TV-MA,41,documentation,NZ,1.0,tt8725166,7.5,7233.0,6.668,6.5
1865,ts84010,Pine Gap,SHOW,2018,TV-MA,56,drama,AU,1.0,tt7371868,7.1,5007.0,10.479,7.3
1867,ts55962,Dear White People,SHOW,2017,TV-MA,30,drama,US,4.0,tt5707802,6.1,25232.0,16.376,6.4
1869,ts56480,Troy: Fall of a City,SHOW,2018,TV-MA,58,romance,GB,1.0,tt5103758,3.9,13815.0,12.655,6.5
1871,ts57424,The Forest,SHOW,2017,TV-MA,52,european,FR,1.0,tt6560040,7.2,10234.0,18.051,7.1
1872,ts56511,Cable Girls,SHOW,2017,TV-MA,46,history,ES,5.0,tt5674718,7.6,13855.0,44.083,7.9
1876,ts80523,Aggretsuko,SHOW,2018,TV-14,17,comedy,JP,4.0,tt8019444,8.0,6195.0,13.244,7.2
1878,ts75772,Jack Whitehall: Travels with My Father,SHOW,2017,TV-MA,48,reality,GB,5.0,tt7453996,7.6,5482.0,5.014,7.4
1879,ts121489,Two Sentence Horror Stories,SHOW,2017,TV-14,22,thriller,US,4.0,tt6873926,5.5,1900.0,8.441,5.6
1880,ts77957,Dirty Money,SHOW,2018,TV-14,63,documentation,US,2.0,tt7889220,8.1,9159.0,11.301,7.3
1881,ts78452,Requiem,SHOW,2018,TV-MA,58,fantasy,GB,1.0,tt6712390,6.4,6553.0,11.958,6.6
1882,ts78356,The Rain,SHOW,2018,TV-MA,43,drama,DK,3.0,tt6656238,7.3,616.0,98.788,7.415
1883,ts86296,Sunderland 'Til I Die,SHOW,2018,TV-MA,41,documentation,GB,2.0,tt8914684,8.1,8113.0,5.099,8.0
1885,ts79422,Nailed It!,SHOW,2018,TV-PG,33,comedy,US,6.0,tt6987788,7.4,4742.0,8.521,7.6
1886,ts78298,My Mister,SHOW,2018,TV-14,70,drama,KR,1.0,tt7923710,9.1,6043.0,13.025,8.9
1887,ts88783,Bakugan: Battle Planet,SHOW,2018,TV-Y7,20,fantasy,JP,4.0,tt9527662,4.9,225.0,14.694,6.8
1889,ts56038,Dave Chappelle,SHOW,2017,Not Available,66,documentation,US,1.0,tt6963504,8.7,2798.0,4.516,7.6
1890,ts57439,Damnation,SHOW,2017,TV-MA,43,western,US,1.0,tt6106704,7.6,8313.0,9.193,7.0
1891,ts53936,Innocent,SHOW,2017,TV-14,51,crime,TR,1.0,tt6478318,8.4,17727.0,7.297,8.1
1892,ts56481,Great News,SHOW,2017,TV-PG,21,comedy,US,2.0,tt4955480,7.0,6810.0,8.665,6.5
1895,ts85895,Better Than Us,SHOW,2018,TV-MA,52,scifi,RU,2.0,tt8285216,7.3,8792.0,14.306,7.4
1896,ts82302,Insatiable,SHOW,2018,TV-MA,46,thriller,US,2.0,tt6487482,6.5,28006.0,81.348,7.9
1898,ts82281,Zoids Wild,SHOW,2018,TV-Y7,21,action,JP,1.0,tt12317724,6.2,27.0,11.922,
1899,ts81344,Explained,SHOW,2018,TV-MA,21,documentation,US,3.0,tt8005374,8.0,9079.0,11.637,7.7
1901,ts77525,The Toys That Made Us,SHOW,2017,TV-14,45,documentation,US,3.0,tt7053920,8.0,5651.0,5.924,7.7
1904,ts85568,Perfume,SHOW,2018,TV-MA,58,thriller,DE,1.0,tt6811236,7.1,8536.0,17.902,6.9
1905,ts77474,Mr. Sunshine,SHOW,2018,TV-MA,76,drama,KR,1.0,tt7094780,8.7,7054.0,16.097,8.516
1911,ts57303,Friends from College,SHOW,2017,TV-MA,30,comedy,US,2.0,tt5565334,6.9,20555.0,6.906,6.5
1913,ts56594,Disjointed,SHOW,2017,TV-MA,28,comedy,US,2.0,tt5884792,6.7,10153.0,14.558,5.8
1914,ts76313,Sisters,SHOW,2017,TV-14,39,comedy,AU,1.0,tt8453436,7.4,1756.0,3.589,8.6
1917,ts79660,Creeped Out,SHOW,2017,TV-PG,26,thriller,CA,2.0,tt7573024,6.6,1890.0,24.556,7.3
1919,ts75263,Wormwood,SHOW,2017,TV-14,43,documentation,US,1.0,tt1149367,7.0,4239.0,1.898,6.2
1924,ts90596,Polly Pocket,SHOW,2018,Not Available,15,fantasy,US,3.0,tt8673042,6.0,125.0,11.971,6.8
1931,ts83745,Norm Macdonald Has a Show,SHOW,2018,Not Available,30,comedy,US,1.0,tt8139862,8.5,3593.0,2.09,8.2
1932,ts57814,Kakegurui,SHOW,2017,TV-14,24,thriller,JP,2.0,tt7131720,7.2,9035.0,54.832,8.3
1933,ts85810,Al Hayba,SHOW,2017,TV-PG,44,romance,AE,5.0,tt7035576,7.3,1288.0,70.264,6.3
1935,ts84904,Tidelands,SHOW,2018,TV-MA,42,crime,AU,1.0,tt6898970,6.8,7876.0,16.069,6.8
1937,ts41527,Gypsy,SHOW,2017,TV-MA,59,thriller,US,1.0,tt5503718,6.8,16229.0,13.857,6.4
1939,ts215037,Minecraft: Story Mode,SHOW,2018,TV-PG,52,Not Available,US,1.0,tt10498322,5.6,347.0,,
1942,ts84533,Transformers: Cyberverse,SHOW,2018,TV-Y7,11,scifi,US,3.0,tt8891990,6.6,359.0,7.273,6.6
1944,ts55231,Abstract: The Art of Design,SHOW,2017,TV-14,45,documentation,US,2.0,tt6333098,8.4,5306.0,12.42,8.0
1946,ts57082,White Gold,SHOW,2017,TV-MA,29,comedy,GB,2.0,tt6010920,7.4,11233.0,5.878,6.9
1949,ts83455,Wanderlust,SHOW,2018,TV-MA,57,drama,Not Available,1.0,tt7608238,7.0,5312.0,5.968,6.5
1950,ts79234,The Boss Baby: Back in Business,SHOW,2018,TV-G,23,action,US,4.0,tt7741824,6.4,3736.0,82.194,7.0
1954,ts84056,Unauthorized Living,SHOW,2018,TV-MA,75,drama,ES,2.0,tt6970700,7.4,4764.0,29.714,7.3
1957,ts86169,The Innocent Man,SHOW,2018,TV-MA,47,documentation,US,1.0,tt0914376,7.3,5950.0,6.592,7.0
1958,ts57947,Unit 42,SHOW,2017,Not Available,48,european,BE,2.0,tt6136644,6.9,2387.0,9.078,6.6
1959,ts113109,Numberblocks,SHOW,2017,TV-Y,5,animation,GB,5.0,tt7978538,8.6,212.0,10.667,9.5
1960,ts56670,Hot Girls Wanted: Turned On,SHOW,2017,TV-MA,47,documentation,US,1.0,tt6333104,6.6,2210.0,13.181,7.1
1964,ts75164,VeggieTales in the City,SHOW,2017,TV-Y,23,family,US,3.0,tt6562134,5.5,113.0,2.839,7.6
1965,ts57210,Valor,SHOW,2017,TV-14,42,drama,US,1.0,tt6503244,5.8,3184.0,5.658,6.5
1967,ts81542,The Hollow,SHOW,2018,TV-Y7,24,scifi,CA,2.0,tt2372708,7.1,4266.0,10.299,7.1
1972,ts79157,B: The Beginning,SHOW,2018,TV-MA,25,fantasy,JP,2.0,tt7944664,7.1,4844.0,18.671,7.8
1973,ts57964,Hotel Transylvania: The Series,SHOW,2017,TV-Y7,15,animation,US,2.0,tt4858114,5.3,717.0,17.661,7.2
1975,ts84930,The Hook Up Plan,SHOW,2018,TV-14,27,comedy,FR,3.0,tt9170638,7.1,5386.0,11.69,7.7
1978,ts83906,Car Masters: Rust to Riches,SHOW,2018,TV-PG,37,reality,US,4.0,tt8893550,8.4,10058.0,18.216,7.7
1980,ts78382,On My Block,SHOW,2018,TV-14,29,comedy,US,4.0,tt7879820,7.9,16106.0,31.784,8.5
1981,ts80519,Spy Kids: Mission Critical,SHOW,2018,TV-Y7,25,drama,US,3.0,tt6714408,4.7,382.0,7.221,8.4
1984,ts77600,Hot Date,SHOW,2017,TV-MA,19,comedy,US,2.0,tt7603386,7.1,633.0,1.692,6.6
1986,ts83540,Paradise PD,SHOW,2018,TV-MA,27,animation,US,4.0,tt8235236,6.8,17779.0,29.709,7.6
1987,ts56201,Cloudy with a Chance of Meatballs,SHOW,2017,TV-Y7,11,comedy,CA,2.0,tt7584168,3.4,750.0,8.75,5.6
1991,ts55491,Somewhere Between,SHOW,2017,TV-14,42,drama,US,1.0,tt6467294,6.2,5957.0,14.04,6.5
1992,ts84243,Baby,SHOW,2018,TV-MA,45,drama,IT,3.0,tt7645192,6.8,11202.0,38.201,8.0
1993,ts57822,Sick Note,SHOW,2017,TV-MA,24,crime,GB,2.0,tt5770788,6.7,7550.0,8.196,7.1
1994,ts79020,Hitler's Circle of Evil,SHOW,2018,TV-14,52,history,GB,1.0,tt6600720,8.0,4322.0,5.542,7.5
1995,ts84779,Haunted,SHOW,2018,TV-MA,25,documentation,US,3.0,tt9077192,4.6,3193.0,19.435,7.0
1997,ts83561,Immortals,SHOW,2018,TV-MA,47,music,TR,1.0,tt8063174,5.4,3087.0,13.712,6.5
2000,ts58225,The Standups,SHOW,2017,TV-MA,30,comedy,US,3.0,tt15250768,6.6,1259.0,2.314,5.8
2002,ts55581,The Bride of Habaek,SHOW,2017,TV-14,67,romance,KR,1.0,tt6385752,6.9,2819.0,60.517,7.3
2004,ts81318,When Heroes Fly,SHOW,2018,Not Available,48,war,IL,1.0,tt8220344,7.2,3184.0,12.196,7.2
2005,ts56718,El Chapo,SHOW,2017,TV-MA,44,history,US,3.0,tt6692188,7.8,18229.0,114.888,7.5
2006,ts89130,If I Hadn't Met You,SHOW,2018,TV-MA,52,thriller,ES,1.0,tt9817268,7.7,2283.0,4.495,6.9
2008,ts82218,Hi Score Girl,SHOW,2018,TV-PG,27,animation,JP,2.0,tt8963328,8.0,2002.0,13.722,8.2
2013,ts81918,Sugar Rush,SHOW,2018,TV-PG,51,reality,US,3.0,tt8680560,7.0,1516.0,8.74,7.0
2014,ts85686,The Casketeers,SHOW,2018,TV-14,22,documentation,NZ,5.0,tt8365054,7.4,459.0,3.095,6.3
2020,ts83360,The Guest,SHOW,2018,TV-MA,66,comedy,KR,1.0,tt8801670,8.1,1578.0,7.293,8.2
2023,ts79045,Ugly Delicious,SHOW,2018,TV-MA,51,documentation,US,2.0,tt7907916,7.8,3539.0,4.452,7.4
2026,ts39016,Girlboss,SHOW,2017,TV-MA,27,comedy,US,1.0,tt5706996,6.9,17848.0,10.009,6.7
2027,ts75749,Because This Is My First Life,SHOW,2017,TV-14,69,romance,KR,1.0,tt7278588,8.1,4656.0,17.121,8.6
2028,ts76486,Just Between Lovers,SHOW,2017,TV-14,73,romance,KR,1.0,tt7521898,8.2,1979.0,20.502,8.2
2031,ts79026,The Innocents,SHOW,2018,TV-MA,46,drama,GB,2.0,tt8021824,6.2,5804.0,20.691,6.1
2032,ts87043,Transformers: Rescue Bots Academy,SHOW,2018,TV-Y,12,action,Not Available,2.0,tt9557812,6.2,108.0,2.572,10.0
2033,ts55194,Bill Nye Saves the World,SHOW,2017,TV-14,32,comedy,US,3.0,tt6026278,3.5,7233.0,8.356,3.7
2034,ts82892,I Am a Killer,SHOW,2018,TV-MA,50,documentation,GB,3.0,tt8300324,7.4,3977.0,5.641,7.2
2039,ts75355,Suburra: Blood on Rome,SHOW,2017,TV-MA,48,crime,IT,3.0,tt7197684,7.9,14528.0,23.46,7.463
2041,ts76417,Tabula Rasa,SHOW,2017,TV-MA,52,drama,BE,1.0,tt9389514,8.0,10233.0,7.903,7.8
2042,ts57080,Spirit: Riding Free,SHOW,2017,TV-Y7,23,family,US,11.0,tt10687624,6.4,1012.0,15.689,8.3
2043,ts53367,Little Witch Academia,SHOW,2017,TV-PG,25,action,JP,1.0,tt6352180,7.9,3147.0,13.06,8.3
2046,ts81885,The Good Cop,SHOW,2018,TV-PG,46,documentation,US,1.0,tt7183074,6.9,5732.0,8.714,6.4
2047,ts80617,The Protector,SHOW,2018,TV-MA,44,drama,TR,4.0,tt7668518,6.5,34629.0,24.058,7.3
2049,ts77787,Pop Team Epic,SHOW,2018,TV-MA,23,animation,JP,2.0,tt7808370,6.9,844.0,7.074,7.3
2050,ts53101,Voice,SHOW,2017,TV-14,63,action,KR,4.0,tt6212854,7.6,1994.0,17.025,6.9
2053,ts85034,Patriot Act with Hasan Minhaj,SHOW,2018,TV-MA,25,comedy,US,6.0,tt8080054,8.2,7327.0,9.203,7.3
2055,ts82372,The Epic Tales of Captain Underpants,SHOW,2018,TV-Y7,24,animation,US,4.0,tt7741830,6.6,931.0,11.851,8.5
2056,ts83232,The Mire,SHOW,2018,TV-MA,54,crime,PL,2.0,tt8855592,7.0,4355.0,13.039,6.8
2058,ts77799,Rotten,SHOW,2018,TV-MA,56,documentation,US,2.0,tt7763662,7.2,3716.0,6.812,7.4
2059,ts86814,Murder Mountain,SHOW,2018,TV-MA,43,crime,US,1.0,tt9078908,6.8,3134.0,2.589,6.9
2063,ts80720,Scissor Seven,SHOW,2018,TV-PG,16,drama,CN,3.0,tt11503082,8.6,311.0,82.499,8.9
2065,ts78507,Alexa & Katie,SHOW,2018,TV-Y7,25,comedy,US,4.0,tt6916746,7.4,4885.0,32.166,8.3
2066,ts90994,Chip and Potato,SHOW,2018,TV-Y,17,animation,US,3.0,tt9897038,6.3,158.0,8.971,9.8
2068,ts85175,Girl from Nowhere,SHOW,2018,TV-MA,44,thriller,TH,2.0,tt8824648,7.6,4201.0,45.88,8.5
2071,ts81757,The House of Flowers,SHOW,2018,TV-MA,31,drama,MX,3.0,tt8387348,7.6,7813.0,31.664,7.8
2074,ts75157,The Magic School Bus Rides Again,SHOW,2017,TV-Y,25,family,US,3.0,tt3869122,6.2,825.0,10.885,6.3
2076,ts53693,The Worst Witch,SHOW,2017,TV-Y7,28,scifi,GB,4.0,tt5721172,7.2,2437.0,49.402,7.7
2077,ts85138,Dogs,SHOW,2018,TV-PG,50,reality,US,2.0,tt9201008,8.0,1282.0,3.54,8.3
2078,ts83251,Magic for Humans,SHOW,2018,TV-14,23,reality,US,3.0,tt8425308,7.1,3346.0,6.964,6.7
2079,ts55348,QB1: Beyond the Lights,SHOW,2017,TV-14,32,sport,US,3.0,tt5771332,7.7,905.0,2.01,7.0
2081,ts83763,Black Earth Rising,SHOW,2018,TV-MA,59,crime,GB,1.0,tt7660730,7.4,4917.0,5.831,7.1
2082,ts86682,7 Days Out,SHOW,2018,TV-PG,47,documentation,US,1.0,tt9315990,6.7,544.0,0.663,9.0
2084,ts78217,Welcome to the Family,SHOW,2018,TV-MA,48,comedy,ES,2.0,tt7490342,6.6,455.0,5.935,7.4
2086,ts85659,3Below: Tales of Arcadia,SHOW,2018,TV-Y7,22,comedy,US,2.0,tt7736544,7.7,6158.0,27.194,7.7
2087,ts77034,A Love So Beautiful,SHOW,2017,TV-14,41,comedy,CN,1.0,tt8434720,8.0,1420.0,42.708,8.4
2088,ts224746,Millennials,SHOW,2018,TV-MA,35,drama,AR,3.0,,,,2.503,8.5
2091,ts58152,Cathedral of the Sea,SHOW,2018,TV-MA,57,drama,ES,1.0,tt4944694,7.4,4450.0,13.03,7.1
2092,ts83537,Signs,SHOW,2018,TV-MA,46,european,PL,2.0,tt8917248,6.3,1676.0,8.337,7.0
2093,ts55939,Bonus Family,SHOW,2017,Not Available,44,reality,SE,4.0,tt0461629,2.9,16.0,11.3,7.3
2094,ts85968,Nicky Jam: El Ganador,SHOW,2018,Not Available,44,drama,PR,1.0,tt7949200,7.7,1151.0,27.568,7.3
2097,ts75620,Black,SHOW,2017,TV-MA,78,action,KR,2.0,tt7298976,7.9,3891.0,39.083,8.0
2099,ts58175,She's Gotta Have It,SHOW,2017,TV-MA,35,comedy,US,2.0,tt3713588,6.7,4695.0,6.031,6.6
2104,ts75002,Borderliner,SHOW,2017,TV-MA,49,thriller,NO,1.0,tt0332902,6.7,4096.0,7.204,6.4
2105,ts82770,Camarón Revolution,SHOW,2018,TV-14,52,documentation,ES,1.0,,,,1.29,7.0
2107,ts85170,Memories of the Alhambra,SHOW,2018,TV-MA,65,romance,KR,1.0,tt8236556,7.8,5537.0,12.047,7.9
2109,ts81734,Chosen,SHOW,2018,TV-14,71,action,CN,2.0,tt7317178,5.2,127.0,1.566,6.5
2110,ts75981,The Royal House of Windsor,SHOW,2017,TV-14,49,documentation,GB,1.0,tt6596634,7.3,1574.0,4.357,7.4
2111,ts75477,The Confession Tapes,SHOW,2017,TV-MA,45,crime,US,2.0,tt15149776,7.5,5358.0,3.917,7.4
2112,ts83502,Ad Vitam,SHOW,2018,TV-MA,52,drama,FR,1.0,tt8548830,6.4,1671.0,5.334,5.8
2116,ts57985,Free Rein,SHOW,2017,TV-G,28,comedy,US,3.0,tt6928052,7.0,2110.0,31.038,7.8
2117,ts58297,The Indian Detective,SHOW,2017,Not Available,43,comedy,CA,1.0,tt5797220,6.5,3123.0,4.954,6.5
2118,ts80959,Sacred Games,SHOW,2018,TV-MA,50,action,IN,2.0,tt6077448,8.5,86279.0,14.613,8.1
