,id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
4724,ts225061,Pieces of Her,SHOW,2022,TV-MA,51,drama,US,1.0,tt9170236,6.3,22435.0,18.516,6.6
4725,ts223537,Maid,SHOW,2021,TV-MA,54,comedy,US,1.0,tt11337908,8.4,77885.0,0.6,8.0
4728,ts356887,How To Build a Sex Room,SHOW,2022,TV-MA,42,reality,US,1.0,tt21030224,5.3,181.0,8.976,8.1
4729,ts328671,"BASTARD‼ -Heavy Metal, Dark Fantasy-",SHOW,2022,TV-MA,25,action,JP,1.0,tt17736234,6.7,854.0,23.009,6.8
4730,ts288808,The Longest Night,SHOW,2022,TV-MA,45,crime,ES,1.0,tt14463552,5.8,502.0,0.6,6.643
4731,ts319426,You Don't Know Me,SHOW,2021,Not Available,56,crime,GB,1.0,tt12005828,6.9,4037.0,6.332,6.3
4733,ts255888,First Kill,SHOW,2022,TV-MA,49,fantasy,US,1.0,tt13315156,6.4,23605.0,252.955,8.4
4735,ts306526,Queen,SHOW,2022,TV-MA,49,drama,PL,1.0,tt15096884,7.1,815.0,8.782,7.3
4736,ts311101,King of Stonks,SHOW,2022,TV-MA,47,thriller,DE,1.0,tt15407486,6.0,318.0,9.01,6.2
4737,ts241363,Alba,SHOW,2021,TV-MA,50,drama,ES,1.0,tt12446242,6.2,511.0,87.031,7.1
4739,ts312082,Alchemy of Souls,SHOW,2022,TV-14,80,romance,KR,1.0,tt20859920,8.6,878.0,108.72,8.0
4740,ts90093,The Pentaverate,SHOW,2022,TV-MA,26,comedy,US,1.0,tt10203880,6.1,8726.0,8.239,5.9
4741,ts307973,Murderville,SHOW,2022,TV-MA,34,crime,US,1.0,tt15264192,6.8,11466.0,5.846,6.2
4742,ts270910,Vikings: Valhalla,SHOW,2022,TV-MA,51,drama,US,1.0,tt11311302,7.1,34833.0,236.161,7.98
4744,ts296291,Uncle From Another World,SHOW,2022,TV-MA,24,scifi,JP,1.0,,,,64.356,7.0
4745,ts87242,Shadow and Bone,SHOW,2021,TV-14,52,drama,US,1.0,tt2403776,7.6,80009.0,28.08,8.2
4746,ts302437,Kung Fu Panda: The Dragon Knight,SHOW,2022,TV-Y7,24,comedy,US,1.0,tt18783984,5.9,742.0,656.832,7.5
4748,ts353837,"Web of Make Believe: Death, Lies and the Internet",SHOW,2022,TV-MA,57,documentation,US,1.0,tt20602042,6.1,1145.0,5.959,6.6
4749,ts256072,The Woman in the House Across the Street from the Girl in the Window,SHOW,2022,TV-MA,26,comedy,US,1.0,tt13315324,6.3,41822.0,14.902,7.0
4751,ts317746,Café Minamdang,SHOW,2022,Not Available,64,drama,KR,1.0,tt21049186,7.0,131.0,51.111,7.2
4752,ts354073,The Future Of,SHOW,2022,TV-14,20,documentation,US,1.0,tt19895946,4.7,165.0,6.998,6.6
4753,ts256710,Archive 81,SHOW,2022,TV-MA,54,horror,US,1.0,tt13365348,7.3,45954.0,61.695,7.4
4754,ts281927,Stay Close,SHOW,2021,TV-MA,47,thriller,GB,1.0,tt2201227,6.9,30197.0,11.449,7.2
4755,ts298766,Pirate Gold of Adak Island,SHOW,2022,TV-14,29,reality,US,1.0,tt14849626,4.6,563.0,20.51,5.7
4756,ts225855,All of Us Are Dead,SHOW,2022,TV-MA,61,horror,KR,2.0,tt14169960,7.5,45027.0,491.672,8.452
4757,ts342732,Our Great National Parks,SHOW,2022,TV-PG,52,documentation,US,1.0,tt18750552,7.9,1684.0,2.583,7.9
4758,ts255037,Resident Evil: Infinite Darkness,SHOW,2021,TV-MA,27,horror,US,1.0,tt13175788,5.8,9500.0,83.312,7.9
4764,ts320073,Attack on Pearl Harbor: Minute by Minute,SHOW,2021,TV-14,45,history,GB,1.0,tt16348586,7.5,68.0,3.377,
4766,ts293103,Juanpis González - The Series,SHOW,2022,TV-MA,25,drama,CO,1.0,tt14494894,6.8,348.0,39.001,7.6
4767,ts345200,Borgen - Power & Glory,SHOW,2022,TV-MA,57,drama,DK,1.0,tt18751672,8.2,165.0,4.726,8.4
4768,ts222522,Spriggan,SHOW,2022,TV-MA,46,animation,JP,1.0,tt10011306,7.0,664.0,16.71,6.9
4769,ts237713,Sweet Tooth,SHOW,2021,TV-14,45,scifi,US,2.0,tt12809988,7.8,50215.0,63.287,8.0
4772,ts102086,Behind Her Eyes,SHOW,2021,TV-MA,50,thriller,GB,1.0,tt9698442,7.2,59293.0,29.851,7.6
4773,ts357930,Indian Predator: The Butcher of Delhi,SHOW,2022,TV-MA,43,crime,IN,1.0,,,,22.238,5.7
4775,ts284297,All American: Homecoming,SHOW,2022,TV-14,39,sport,US,2.0,tt14088994,5.3,527.0,9.277,8.1
4776,ts296046,Lupin,SHOW,2021,TV-MA,46,drama,FR,3.0,tt2531336,7.5,102888.0,66.66,7.9
4778,ts346959,Meltdown: Three Mile Island,SHOW,2022,TV-14,44,documentation,US,1.0,tt19758756,6.9,3115.0,2.873,6.4
4779,ts287722,The Upshaws,SHOW,2021,TV-14,27,comedy,US,2.0,tt10945036,6.8,2589.0,5.205,8.7
4781,ts240453,Clark,SHOW,2022,TV-MA,61,action,SE,1.0,tt12304420,7.4,7958.0,14.127,6.9
4782,ts294227,Farzar,SHOW,2022,TV-MA,27,action,US,1.0,tt14589904,5.3,929.0,47.136,6.5
4786,ts256310,Pacific Rim: The Black,SHOW,2021,TV-14,24,scifi,US,2.0,tt9288848,7.0,5175.0,50.254,8.333
4788,ts311985,Inside Job,SHOW,2021,TV-MA,28,animation,US,2.0,tt10231312,7.6,16616.0,42.395,8.2
4790,ts328051,Iron Chef: Quest for an Iron Legend,SHOW,2022,TV-G,48,reality,US,1.0,tt17216636,7.1,382.0,4.182,7.0
4791,ts357137,First Class,SHOW,2022,Not Available,43,reality,ES,1.0,tt20597418,2.8,94.0,7.79,
4792,ts310081,Two Summers,SHOW,2022,TV-PG,46,drama,BE,1.0,tt13018574,6.8,2867.0,39.696,6.75
4793,ts269096,She Would Never Know,SHOW,2021,TV-14,64,romance,KR,1.0,tt13446244,7.5,743.0,34.287,8.8
4795,ts355168,The Hidden Lives of Pets,SHOW,2022,Not Available,32,documentation,GB,1.0,tt20560384,7.4,339.0,7.588,7.7
4796,ts330198,Dead End: Paranormal Park,SHOW,2022,TV-Y7,27,animation,GB,1.0,,,,26.566,8.3
4799,ts311987,Bad Vegan: Fame. Fraud. Fugitives.,SHOW,2022,TV-MA,52,documentation,US,1.0,tt18260538,5.8,6134.0,3.403,5.3
4800,ts85985,Cowboy Bebop,SHOW,2021,TV-MA,45,crime,US,1.0,tt1267295,6.6,35427.0,17.479,6.8
4801,ts237722,The Cuphead Show!,SHOW,2022,TV-Y7,15,animation,US,2.0,tt10611608,7.4,6513.0,96.8,8.0
4802,ts251675,Hellbound,SHOW,2021,TV-MA,52,scifi,KR,1.0,tt12235718,6.6,23099.0,193.725,7.6
4806,ts252119,The Beauty Queen of Jerusalem,SHOW,2021,TV-MA,30,drama,IL,3.0,tt12940732,7.1,337.0,11.854,8.0
4807,ts292696,Intimacy,SHOW,2022,TV-MA,48,thriller,ES,1.0,tt14463542,6.8,1674.0,19.965,6.7
4809,ts234817,In from the Cold,SHOW,2022,TV-MA,49,crime,US,1.0,tt11859542,6.2,7047.0,13.736,7.5
4810,ts227473,Brand New Cherry Flavor,SHOW,2021,TV-MA,43,drama,US,1.0,tt11343600,7.1,15028.0,57.609,6.9
4812,ts269179,The G Word with Adam Conover,SHOW,2022,TV-MA,30,comedy,US,1.0,tt13649532,6.7,682.0,4.603,5.5
4816,ts289334,Sex/Life,SHOW,2021,TV-MA,47,drama,US,2.0,tt10839422,5.4,20549.0,165.068,7.1
4820,ts310057,True Story,SHOW,2021,TV-MA,39,comedy,US,1.0,tt13655456,7.4,17567.0,42.104,7.2
4821,ts328625,The Guardians of Justice,SHOW,2022,TV-MA,29,action,US,1.0,,,,55.768,6.8
4826,ts300391,Clickbait,SHOW,2021,TV-MA,46,crime,AU,1.0,tt10888878,7.2,51476.0,40.623,7.644
4827,ts273436,Murder Among the Mormons,SHOW,2021,TV-14,53,history,US,1.0,tt13987620,7.0,6309.0,6.871,7.3
4828,ts281225,Wrong Side of the Tracks,SHOW,2021,TV-MA,71,action,ES,2.0,tt13980362,6.7,1671.0,27.824,5.7
4830,ts349630,Love on the Spectrum U.S.,SHOW,2022,TV-14,41,romance,US,1.0,tt19037550,8.2,1097.0,2.852,6.7
4831,ts286731,Komi Can't Communicate,SHOW,2021,TV-14,24,comedy,JP,2.0,tt14626352,7.8,5462.0,132.754,8.253
4832,ts232107,The Silent Sea,SHOW,2021,TV-MA,45,horror,KR,1.0,tt11570202,6.9,19592.0,94.568,8.0
4833,ts296472,The Chestnut Man,SHOW,2021,TV-MA,55,thriller,DK,1.0,tt10834220,7.7,42817.0,49.565,7.7
4834,ts88578,Firefly Lane,SHOW,2021,TV-MA,50,romance,US,1.0,tt9012876,7.4,20748.0,9.959,7.7
4844,ts343430,The 7 Lives of Lea,SHOW,2022,TV-MA,45,drama,FR,1.0,tt14140886,7.5,2684.0,12.437,7.1
4850,ts225645,The Chair,SHOW,2021,TV-MA,30,comedy,US,1.0,tt11834150,7.2,16331.0,6.775,7.0
4851,ts282131,Attenborough's Life in Colour,SHOW,2021,TV-PG,51,documentation,GB,1.0,tt11053426,8.2,3238.0,6.232,7.7
4853,ts356951,Hurts Like Hell,SHOW,2022,TV-MA,50,drama,TH,1.0,tt21062288,8.4,83.0,8.413,9.071
4857,ts95572,The Serpent,SHOW,2021,TV-MA,57,thriller,GB,1.0,tt7985576,7.6,42371.0,12.904,7.6
4859,ts311989,jeen-yuhs,SHOW,2022,TV-MA,93,documentation,US,1.0,tt14599438,8.0,8319.0,3.852,7.1
4860,ts307649,Turning Point: 9/11 and the War on Terror,SHOW,2021,TV-14,62,documentation,US,1.0,tt15260794,8.0,9132.0,7.209,7.3
4861,ts305788,The Perfect Mother,SHOW,2022,TV-MA,49,thriller,FR,1.0,tt15341198,5.9,845.0,14.164,6.0
4864,ts321918,Human Resources,SHOW,2022,TV-MA,27,romance,US,1.0,tt11092142,7.2,5579.0,21.344,6.5
4866,ts328194,My Name,SHOW,2021,TV-MA,50,drama,KR,1.0,tt12940504,7.8,19737.0,86.286,8.3
4871,ts296743,Welcome to Eden,SHOW,2022,TV-MA,41,action,KN,1.0,tt13457822,5.4,4145.0,198.535,7.3
4872,ts108042,Maya and the Three,SHOW,2021,TV-Y7,131,comedy,MX,1.0,tt8787772,8.1,3780.0,51.341,7.8
4874,ts329699,The Andy Warhol Diaries,SHOW,2022,TV-MA,66,documentation,US,1.0,tt18082212,7.7,1844.0,1.844,7.6
4877,ts283080,Who Killed Sara?,SHOW,2021,TV-MA,41,crime,MX,3.0,tt11937816,6.4,13960.0,119.334,7.7
4879,ts287976,Young Royals,SHOW,2021,TV-MA,45,drama,SE,2.0,tt14664414,8.3,29025.0,43.342,8.8
4880,ts225657,Halston,SHOW,2021,TV-MA,47,drama,US,1.0,tt9569546,7.5,14681.0,18.504,7.3
4882,ts229335,Anxious People,SHOW,2021,TV-MA,29,crime,SE,1.0,tt11168604,6.8,3913.0,3.126,6.4
4886,ts287559,Jupiter's Legacy,SHOW,2021,TV-MA,45,scifi,US,1.0,tt5774002,6.7,37848.0,59.076,7.3
4888,ts301625,Hold Tight,SHOW,2022,TV-MA,47,drama,PL,1.0,tt15019128,6.1,2288.0,6.901,7.2
4891,ts287438,The Innocent,SHOW,2021,TV-MA,58,crime,ES,1.0,tt10147644,7.8,29670.0,15.042,7.8
4896,ts343432,Yakamoz S-245,SHOW,2022,TV-MA,48,action,TR,1.0,tt13317454,6.1,5789.0,13.009,7.2
4897,ts287352,Hit & Run,SHOW,2021,TV-MA,44,drama,IL,1.0,tt9073940,7.0,8602.0,20.178,7.5
4898,ts328605,Midnight at the Pera Palace,SHOW,2022,TV-14,44,thriller,TR,1.0,tt13317508,7.0,7377.0,5.849,6.9
4899,ts328541,The Puppet Master: Hunting the Ultimate Conman,SHOW,2022,TV-MA,42,crime,GB,1.0,tt15479704,7.0,6370.0,6.409,6.564
4903,ts314135,VOIR,SHOW,2021,TV-MA,20,documentation,US,1.0,tt15677070,6.8,1323.0,1.35,7.2
4905,ts321298,Business Proposal,SHOW,2022,TV-14,61,romance,KR,1.0,tt14819828,8.1,7806.0,183.465,8.3
4910,ts309930,Remarriage & Desires,SHOW,2022,TV-14,62,drama,KR,1.0,tt15268768,7.2,459.0,56.948,7.667
4911,ts271888,Fate: The Winx Saga,SHOW,2021,TV-MA,50,scifi,US,2.0,tt8179402,6.8,39519.0,97.114,8.373
4913,ts219423,Masters of the Universe: Revelation,SHOW,2021,TV-PG,26,fantasy,US,2.0,tt10826054,5.3,26422.0,26.04,6.8
4915,ts255779,Gabby's Dollhouse,SHOW,2021,TV-Y,24,family,US,4.0,tt9165438,7.0,379.0,15.275,9.0
4916,ts314164,Tomorrow,SHOW,2022,TV-14,61,comedy,KR,1.0,tt18926162,7.7,8564.0,30.75,8.582
4918,ts299865,Heist,SHOW,2021,TV-MA,43,documentation,US,1.0,tt14865290,6.8,1748.0,5.935,6.9
4921,ts321513,My Liberation Notes,SHOW,2022,TV-MA,68,romance,KR,1.0,tt15146130,8.4,1400.0,16.528,8.1
4922,ts273229,Feria: The Darkest Light,SHOW,2022,TV-MA,50,fantasy,ES,1.0,tt13323004,5.7,1532.0,12.612,6.8
4923,ts300325,Surviving Summer,SHOW,2022,TV-PG,28,family,DE,1.0,tt13925166,6.3,1433.0,10.719,7.8
4925,ts330425,The Principles of Pleasure,SHOW,2022,TV-MA,51,documentation,US,1.0,tt18299058,5.7,1121.0,4.446,6.0
4929,ts271413,Night Stalker: The Hunt for a Serial Killer,SHOW,2021,TV-MA,47,crime,US,1.0,tt13651632,7.5,24892.0,15.428,7.4
4931,ts296214,How to Become a Tyrant,SHOW,2021,TV-MA,27,war,US,1.0,tt14832996,7.4,8484.0,11.324,7.5
4932,ts330347,Cracow Monsters,SHOW,2022,TV-MA,52,thriller,PL,1.0,tt15096836,5.5,1694.0,119.993,6.9
4934,ts94677,Worst Roommate Ever,SHOW,2022,TV-MA,47,documentation,US,1.0,tt8323702,8.1,8.0,4.457,6.9
4938,ts302053,Change Days,SHOW,2021,TV-PG,64,reality,KR,2.0,,,,13.24,5.0
4939,ts225690,Vampire in the Garden,SHOW,2022,TV-14,26,fantasy,JP,1.0,tt10011314,6.7,848.0,7.973,7.8
4941,ts279892,Ginny & Georgia,SHOW,2021,TV-14,54,drama,US,1.0,tt10813940,7.4,46343.0,71.27,8.1
4944,ts344184,Conversations with a Killer: The John Wayne Gacy Tapes,SHOW,2022,TV-MA,61,crime,US,1.0,tt18970124,7.1,6665.0,94.08,7.4
4945,ts314594,Catching Killers,SHOW,2021,TV-MA,41,crime,US,2.0,tt15723914,7.1,3250.0,12.506,7.0
4946,ts1475,Chosen,SHOW,2022,TV-MA,41,scifi,DK,1.0,tt16492950,4.3,1246.0,7.199,6.584
4948,ts189612,Country Queen,SHOW,2022,TV-MA,60,drama,KE,1.0,tt10062046,,,12.067,5.3
4951,ts330402,Is It Cake?,SHOW,2022,TV-PG,39,reality,US,1.0,tt18314214,5.7,2411.0,3.846,7.6
