,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
1536,tm246579,Rainbow Time,MOVIE,2016,Not Available,91,comedy,US,tt5167174,5.9,726.0,3.352,5.9
1539,tm244868,The Flower of Aleppo,MOVIE,2016,Not Available,100,war,TN,tt5448246,5.4,128.0,1.4,6.2
1540,tm245155,The Worthy,MOVIE,2016,Not Available,95,scifi,AE,tt4943218,5.1,2004.0,5.348,4.8
1543,tm245293,You Are My Sunday,MOVIE,2016,Not Available,119,comedy,IN,tt4990516,7.7,1678.0,1.728,7.0
1544,tm456667,Black,MOVIE,2015,Not Available,90,action,Not Available,tt7254796,4.3,74.0,0.6,
1545,tm232832,The Lion Woman,MOVIE,2016,PG-13,126,drama,NO,tt4677578,6.6,1410.0,17.587,6.9
1547,tm239933,7:19,MOVIE,2016,Not Available,94,history,MX,tt5979312,5.8,649.0,8.11,6.4
1549,tm228657,Cosmos Laundromat,MOVIE,2015,Not Available,12,fantasy,NL,,,,2.371,6.7
1550,tm247644,Schubert in Love,MOVIE,2016,Not Available,94,european,DE,tt5186874,5.0,371.0,3.314,5.2
1551,tm212968,Frank and Cindy,MOVIE,2015,Not Available,102,comedy,US,tt1239242,6.1,863.0,2.311,5.4
1552,tm211424,Dharam Sankat Mein,MOVIE,2015,PG-13,129,thriller,IN,tt4354740,6.3,2262.0,3.51,7.0
1556,tm230927,Puerto Ricans in Paris,MOVIE,2015,R,82,comedy,US,tt3730510,5.3,1856.0,5.176,5.7
1557,tm244577,Love O2O,MOVIE,2016,Not Available,105,comedy,CN,tt6093452,6.4,1039.0,7.811,6.9
1558,tm227523,Fifty,MOVIE,2015,Not Available,101,drama,NG,tt7440582,6.0,265.0,2.484,5.3
1560,tm230426,"Liar, Liar, Vampire",MOVIE,2015,G,66,comedy,US,tt4448304,5.7,964.0,9.086,7.1
1562,tm240728,Patton Oswalt: Talking for Clapping,MOVIE,2016,Not Available,65,comedy,US,tt5457520,6.7,2001.0,3.337,6.6
1563,tm283938,Selfie 69,MOVIE,2016,Not Available,116,european,RO,tt4796634,6.1,1700.0,4.445,6.8
1565,tm236705,Ricardo O'Farrill: Abrazo Genial,MOVIE,2016,Not Available,92,comedy,MX,tt5547496,5.5,117.0,1.481,5.2
1566,tm244923,My Mother's Wound,MOVIE,2016,PG-13,120,drama,TR,tt5684860,7.3,3692.0,4.392,6.9
1567,tm266622,Iliza Shlesinger: Confirmed Kills,MOVIE,2016,Not Available,77,comedy,US,tt6081882,6.6,2880.0,5.957,6.4
1568,tm134052,Umrika,MOVIE,2015,Not Available,98,comedy,IN,tt2614722,6.6,1472.0,2.265,5.8
1569,tm246543,Journey to Greenland,MOVIE,2016,Not Available,98,drama,FR,tt4641248,6.3,1343.0,3.262,6.2
1571,tm272484,Michael Che Matters,MOVIE,2016,Not Available,60,comedy,US,tt6209400,7.2,2657.0,3.242,6.8
1572,tm252609,'76,MOVIE,2016,PG-13,118,romance,NG,tt6068284,5.6,227.0,2.062,7.2
1573,tm234064,Halal Love,MOVIE,2016,Not Available,95,comedy,LB,tt5105218,6.3,382.0,1.352,5.8
1574,tm240733,100 Meters,MOVIE,2016,Not Available,108,drama,ES,tt5089786,7.5,6248.0,8.137,7.5
1575,tm230478,Brent Morin: I'm Brent Morin,MOVIE,2015,Not Available,67,comedy,US,tt5280664,6.5,691.0,1.929,7.3
1576,tm267419,Joe Rogan: Triggered,MOVIE,2016,Not Available,63,comedy,US,tt6023444,7.4,4547.0,3.272,6.7
1577,tm232930,Kyaa Kool Hain Hum 3,MOVIE,2016,Not Available,124,comedy,IN,tt5290620,1.9,4356.0,4.658,3.1
1578,tm149212,Olmo and the Seagull,MOVIE,2015,Not Available,90,family,FR,tt4160256,7.2,676.0,2.034,7.1
1579,tm243931,The Beginning of Life,MOVIE,2016,G,98,documentation,BR,tt5140248,7.5,940.0,1.134,7.7
1580,tm307997,Offline: Are You Ready for the Next Level?,MOVIE,2016,Not Available,88,comedy,DE,tt5351044,5.0,783.0,16.734,5.4
1581,tm235227,Bill Hicks: Reflections,MOVIE,2015,Not Available,34,documentation,US,,,,2.465,6.7
1582,tm219699,Phantom,MOVIE,2015,Not Available,136,crime,IN,tt3469244,5.9,9281.0,3.083,5.6
1584,tm234136,MindGamers,MOVIE,2015,Not Available,97,scifi,AT,tt3625516,3.6,1111.0,1.593,4.3
1585,tm239764,David Cross: Making America Great Again,MOVIE,2016,Not Available,74,comedy,US,tt5943936,6.5,1674.0,2.286,6.7
1586,tm225675,Jeff Dunham: Unhinged in Hollywood,MOVIE,2015,PG,60,comedy,US,tt5038776,6.7,722.0,1.77,6.2
1587,tm244380,Barcelona: A Love Untold,MOVIE,2016,Not Available,132,drama,PH,tt5755912,6.6,766.0,3.331,6.0
1588,tm526163,Dinosaur World,MOVIE,2015,Not Available,65,animation,IN,tt2797146,,,,
1590,tm244079,Sofía Niño de Rivera: Exposed,MOVIE,2016,Not Available,80,comedy,MX,tt5886430,7.3,304.0,2.632,7.3
1591,tm263743,The Doll,MOVIE,2016,Not Available,106,thriller,ID,tt6011480,5.2,764.0,6.038,5.3
1592,tm246485,U Turn,MOVIE,2016,R,121,crime,IN,tt5559394,7.5,3310.0,2.982,6.8
1593,tm267017,I Love You,MOVIE,2016,Not Available,98,comedy,SE,tt5183654,4.7,1008.0,2.205,4.5
1594,tm224255,Very Big Shot,MOVIE,2015,R,107,thriller,QA,tt4971824,6.9,1405.0,1.669,6.7
1596,tm234292,The Heirs,MOVIE,2015,Not Available,71,drama,MX,tt2903370,5.7,223.0,1.309,5.7
1597,tm238717,Barakah Meets Barakah,MOVIE,2016,Not Available,88,romance,SA,tt5435084,6.3,1705.0,2.115,6.5
1599,tm271974,Pettson and Findus: The Best Christmas Ever,MOVIE,2016,Not Available,82,european,DE,tt4764566,5.5,356.0,2.616,5.4
1600,tm193378,Iliza Shlesinger: Freezing Hot,MOVIE,2015,Not Available,71,documentation,US,tt4073952,6.8,2616.0,3.345,6.7
1601,tm201855,Katti Batti,MOVIE,2015,Not Available,138,drama,IN,tt4467262,4.6,3157.0,1.508,5.6
1603,tm232267,Mike Epps: Don't Take It Personal,MOVIE,2015,Not Available,60,comedy,US,tt5339586,4.4,288.0,2.565,5.1
1604,tm272012,Ghost Patrol,MOVIE,2016,Not Available,50,family,CA,tt6111628,5.1,226.0,2.149,4.3
1605,tm217986,Bangistan,MOVIE,2015,PG-13,135,comedy,IN,tt3422462,4.5,1284.0,4.372,6.4
1606,tm215911,Ludo,MOVIE,2015,Not Available,90,thriller,IN,tt3724898,2.8,852.0,3.316,2.8
1607,tm327551,Born in Syria,MOVIE,2016,Not Available,86,documentation,ES,tt5356680,7.7,280.0,2.143,7.2
1608,tm238486,Theo Von: No Offense,MOVIE,2016,Not Available,65,comedy,US,tt5066564,5.6,875.0,2.294,6.4
1609,tm295349,Ricardo O'Farrill: abrazo navideño,MOVIE,2016,Not Available,31,comedy,MX,tt6475778,5.7,71.0,1.235,5.7
1610,tm233648,"Trailer Park Boys: Drunk, High and Unemployed: Live In Austin",MOVIE,2015,Not Available,74,comedy,CA,tt5087462,6.5,1062.0,2.368,5.6
1611,tm286268,#Rucker50,MOVIE,2016,Not Available,56,documentation,US,tt6475636,5.2,120.0,1.645,3.7
1612,tm214589,The Breakup Playlist,MOVIE,2015,Not Available,117,drama,PH,tt4628812,6.5,305.0,1.875,6.8
1613,tm811691,Thomas & Friends: Full Steam To The Rescue!,MOVIE,2016,Not Available,93,family,GB,,,,0.957,10.0
1614,tm375681,S Storm,MOVIE,2016,PG-13,90,action,CN,tt5998744,5.1,721.0,2.201,5.7
1615,tm316567,HiGH&LOW: The Red Rain,MOVIE,2016,Not Available,110,action,JP,tt5923040,6.1,296.0,2.529,7.8
1616,tm218683,The Massively Mixed-Up Middle School Mystery,MOVIE,2015,Not Available,39,thriller,XX,tt3521770,7.3,81.0,2.528,
1617,tm243070,Those who fear are dead,MOVIE,2016,Not Available,110,drama,EG,tt5686120,3.6,88.0,0.763,2.0
1618,tm247444,Poshter Girl,MOVIE,2016,PG-13,140,comedy,IN,tt5323386,6.6,330.0,1.611,8.0
1619,tm224275,3000 Nights,MOVIE,2015,Not Available,103,drama,PS,tt3815424,7.0,720.0,2.069,5.9
1620,tm66466,Wazir,MOVIE,2016,PG-13,103,crime,IN,tt0315642,7.2,18681.0,5.319,6.6
1621,tm340927,Motu Patlu: King Of Kings,MOVIE,2016,G,109,animation,IN,tt6278732,6.5,165.0,2.208,9.0
1622,tm219739,The Love Affair,MOVIE,2015,Not Available,125,romance,PH,tt4202506,6.3,259.0,1.539,5.7
1623,tm231911,Everyday I Love You,MOVIE,2015,Not Available,122,romance,PH,tt4944460,7.0,496.0,1.504,7.8
1624,tm242002,Jeff Foxworthy & Larry the Cable Guy: We've Been Thinking,MOVIE,2016,Not Available,74,comedy,US,tt5571712,5.9,652.0,1.921,6.2
1626,tm554110,The CEO,MOVIE,2016,PG-13,105,thriller,NG,tt5036924,5.6,121.0,2.017,
1627,tm211273,Jen Kirkman: I'm Gonna Die Alone (And I Feel Fine),MOVIE,2015,Not Available,78,comedy,US,tt4703660,6.8,1506.0,2.027,6.9
1628,tm860487,Pac’s Scary Halloween,MOVIE,2016,Not Available,44,Not Available,US,,,,1.989,7.4
1630,tm273933,Reggie Watts: Spatial,MOVIE,2016,Not Available,61,comedy,US,tt5861260,6.0,515.0,1.945,6.1
1633,tm549892,Aerials,MOVIE,2016,Not Available,90,drama,AE,tt5314138,1.5,388.0,1.81,
1634,tm528287,Chhota Bheem in African Safari,MOVIE,2015,Not Available,62,animation,Not Available,tt6418390,6.5,12.0,,
1635,tm317850,Meet The in-Laws,MOVIE,2016,Not Available,75,comedy,NG,tt8332742,6.0,24.0,1.512,5.0
1636,tm494288,Brother Jekwu,MOVIE,2016,Not Available,103,crime,NG,tt8857316,,,1.4,
1637,tm452046,Hans Teeuwen: Echte Rancune,MOVIE,2016,Not Available,103,comedy,NL,,,,0.724,6.3
1638,tm207734,Chris D'Elia: Incorrigible,MOVIE,2015,R,83,documentation,US,tt4624852,6.4,1540.0,2.593,6.2
1640,tm244842,Ordinary People,MOVIE,2016,Not Available,107,drama,PH,tt5891626,7.3,516.0,2.117,6.3
1642,tm350159,Couple Of Days,MOVIE,2016,Not Available,103,drama,NG,tt9741588,6.4,21.0,0.671,4.0
1643,tm226320,Kara Bela,MOVIE,2015,PG-13,100,drama,TR,tt4974684,6.7,9056.0,3.656,6.6
1644,tm279828,Vince & Kath & James,MOVIE,2016,Not Available,116,romance,PH,tt6271264,6.8,373.0,1.936,6.4
1645,tm319354,Santa Pac's Merry Berry Day,MOVIE,2016,Not Available,44,action,JP,,,,1.605,5.5
1646,tm275726,Carlos Ballarta: el amor es de putos,MOVIE,2016,Not Available,67,comedy,MX,tt6268852,7.0,235.0,3.487,6.5
1647,tm311456,Sen Benim HerŞeyimsin,MOVIE,2016,Not Available,107,comedy,TR,tt5748380,6.2,2707.0,3.082,6.3
1648,tm350374,Saawan,MOVIE,2016,Not Available,90,drama,PK,tt5580778,7.3,253.0,2.513,7.4
1649,tm296203,A Chaster Marriage,MOVIE,2016,PG-13,93,family,TR,tt6379048,5.4,874.0,1.508,5.1
1650,tm235232,Misunderstanding,MOVIE,2015,Not Available,120,romance,EG,tt4453286,4.3,780.0,1.441,
1651,tm234773,Eddie: Strongman,MOVIE,2015,Not Available,98,documentation,GB,tt4334636,7.4,1168.0,1.814,6.8
1652,tm243849,Extremis,MOVIE,2016,Not Available,24,documentation,US,,,,4.355,7.1
1653,tm257141,Cedric the Entertainer: Live from the Ville,MOVIE,2016,Not Available,60,comedy,US,tt5753806,6.2,696.0,1.519,6.0
1654,tm234069,Wedding Association 2: Circumcision,MOVIE,2015,PG-13,107,comedy,TR,tt5114588,6.3,10439.0,3.703,6.2
1655,tm278279,One in a Billion,MOVIE,2016,Not Available,69,documentation,US,tt6045798,6.7,545.0,1.674,7.0
1656,tm232947,Brahman Naman,MOVIE,2016,Not Available,94,comedy,GB,tt5240748,5.5,1901.0,2.608,5.6
1657,tm290157,XV Beyond the Tryline,MOVIE,2016,Not Available,91,documentation,GB,tt5254198,6.8,76.0,1.278,7.5
1658,tm247396,Virunga: Gorillas in Peril,MOVIE,2015,Not Available,28,documentation,US,tt4677816,6.6,32.0,1.46,7.0
1659,tm246810,Santa Banta Pvt Ltd,MOVIE,2016,Not Available,112,drama,IN,tt2909396,2.7,283.0,2.241,3.8
1660,tm239078,Jada,MOVIE,2016,PG-13,16,drama,US,tt9769714,5.4,159.0,0.886,4.0
1661,tm562821,Grandmother's Farm Part 2,MOVIE,2015,Not Available,80,horror,AE,tt4658908,5.4,61.0,,
1662,tm282988,Dieter Nuhr: Nuhr in Berlin,MOVIE,2016,Not Available,68,european,DE,tt6959666,4.7,70.0,1.004,6.2
1663,tm215265,Ave Maria,MOVIE,2015,Not Available,15,comedy,PS,,,,2.209,5.9
1664,tm211571,Niyazi Gül Dörtnala,MOVIE,2015,PG,106,drama,TR,tt5016660,4.5,3170.0,2.395,4.2
1665,tm242906,Sila Samayangalil,MOVIE,2016,Not Available,101,drama,IN,tt5877882,5.8,32.0,2.974,7.6
1667,tm368725,Love Is a Story,MOVIE,2015,Not Available,107,comedy,RO,tt3764686,6.0,365.0,1.654,7.0
1668,tm1223831,Motu Patlu Aur Khazaane Ki Race,MOVIE,2015,Not Available,75,animation,Not Available,tt20765946,,,,
1669,tm203056,Husband Factor,MOVIE,2015,PG-13,108,drama,TR,tt4899096,6.2,5092.0,4.497,5.8
1670,tm233463,Husband Factor: Resurrection,MOVIE,2016,PG,108,family,TR,tt4994718,5.3,310.0,2.76,6.1
1671,tm313374,The Tour,MOVIE,2016,Not Available,93,european,CZ,,,,0.6,7.0
1672,tm283909,The Super Parental Guardians,MOVIE,2016,Not Available,115,comedy,PH,tt6271110,4.4,208.0,1.339,6.7
1673,tm235005,Oloibiri,MOVIE,2015,Not Available,106,thriller,NG,tt4452274,5.1,183.0,1.396,
1674,tm533845,Sam Kinison: The Scream Continues,MOVIE,2016,Not Available,29,documentation,US,tt6069058,6.1,39.0,0.632,7.0
1675,tm267112,Gang of the Caribbean,MOVIE,2016,Not Available,90,european,FR,tt2174084,5.1,299.0,3.637,4.8
1676,tm247767,Kiss of Life,MOVIE,2015,G,102,comedy,TR,tt5348954,5.9,1248.0,1.511,4.3
1677,tm198842,Souk Bazaar,MOVIE,2015,PG,97,comedy,TR,tt4324242,5.2,1900.0,1.672,5.1
1678,tm232855,Everything About Her,MOVIE,2016,Not Available,126,comedy,PH,tt3860092,7.2,332.0,2.11,8.1
1680,tm421214,Saudi Arabia Uncovered,MOVIE,2016,Not Available,51,documentation,SA,,,,1.781,6.5
1681,tm350044,A Man Returned,MOVIE,2016,Not Available,30,documentation,Not Available,,,,1.21,6.5
1682,tm424879,Road To High & Low,MOVIE,2016,Not Available,95,action,JP,tt5659164,6.6,185.0,4.102,6.0
1684,tm245050,The Arbitration,MOVIE,2016,Not Available,100,comedy,NG,tt5811182,5.0,124.0,1.811,6.9
1685,tm247159,The Last Egg,MOVIE,2016,Not Available,95,drama,VN,tt5357902,4.8,101.0,1.02,6.0
1686,tm244041,Jandino: Whatever it Takes,MOVIE,2016,Not Available,94,comedy,GB,tt6999080,4.5,30.0,1.4,5.0
1687,tm407961,Gbomo Gbomo Express,MOVIE,2015,Not Available,96,drama,NG,tt4527090,5.0,50.0,0.714,5.0
1688,tm225416,Janoskians: Untold and Untrue,MOVIE,2015,Not Available,88,comedy,US,tt4841640,3.7,161.0,1.889,5.1
1690,tm198786,Crazy Beautiful You,MOVIE,2015,Not Available,115,romance,PH,tt4377918,7.0,853.0,2.393,7.0
1693,tm232090,Snervous Tyler Oakley,MOVIE,2015,PG-13,82,documentation,US,tt5073746,5.4,473.0,2.707,5.7
1694,tm571645,Sommore: The Reign Continues,MOVIE,2015,R,92,comedy,US,tt4172758,7.0,79.0,0.956,7.0
1695,tm350727,Hajwala: The Missing Engine,MOVIE,2016,R,96,thriller,AE,tt6200274,2.0,255.0,1.389,6.2
1696,tm212909,Just the Way You Are,MOVIE,2015,Not Available,107,comedy,PH,tt3837166,6.3,511.0,2.177,7.6
1697,tm233121,Dedemin Fişi,MOVIE,2016,PG,100,family,TR,tt5191238,5.5,3524.0,3.847,5.8
1698,tm272666,The Unmarried Wife,MOVIE,2016,Not Available,130,drama,PH,tt5755796,5.9,189.0,1.812,6.5
1700,tm245791,My Stupid Boss,MOVIE,2016,Not Available,106,comedy,ID,tt5514296,7.1,1536.0,2.471,6.9
1701,tm271333,The Third Party,MOVIE,2016,Not Available,118,romance,PH,tt6088634,6.1,275.0,2.802,5.6
1702,tm409220,Ojukokoro (Greed),MOVIE,2016,Not Available,112,thriller,NG,tt6660922,6.6,63.0,0.954,5.5
1703,tm421382,Lakeeran,MOVIE,2016,Not Available,113,drama,IN,tt6115284,6.3,34.0,0.712,
1704,tm1063792,,MOVIE,2015,Not Available,11,Not Available,Not Available,tt4661188,,,,
1705,tm234735,Time Out,MOVIE,2015,Not Available,98,drama,IN,tt4396648,6.0,414.0,1.167,7.2
1708,tm312676,Leave No Trace,MOVIE,2018,PG,109,drama,CA,tt8324306,7.1,58727.0,14.795,6.8
1710,tm239091,Blade Runner 2049,MOVIE,2017,R,164,drama,CA,tt1856101,8.0,549712.0,67.788,7.5
1712,tm313149,12 Strong,MOVIE,2018,R,131,drama,US,tt1413492,6.5,79980.0,67.199,6.2
1713,tm244208,It,MOVIE,2017,R,135,fantasy,US,tt1396484,7.3,527626.0,95.827,7.234
1717,tm244259,Wind River,MOVIE,2017,R,107,thriller,US,tt5362988,7.7,244463.0,26.743,7.427
1718,tm310953,Sorry to Bother You,MOVIE,2018,R,111,fantasy,US,tt5688932,6.9,77407.0,10.334,6.8
1719,tm232797,Dunkirk,MOVIE,2017,PG-13,107,thriller,FR,tt5013758,7.8,619645.0,36.684,7.5
1721,tm366889,Vice,MOVIE,2018,R,132,drama,US,tt6266538,7.2,139439.0,16.962,7.059
1723,tm315174,Phantom Thread,MOVIE,2017,R,130,drama,US,tt5776858,7.4,130006.0,14.833,7.3
1727,tm315344,Molly's Game,MOVIE,2017,R,140,sport,US,tt4209788,7.4,167955.0,25.929,7.147
1728,tm318206,Den of Thieves,MOVIE,2018,R,140,crime,US,tt1259528,7.0,110108.0,47.326,6.7
1737,tm266714,CHiPS,MOVIE,2017,R,100,comedy,US,tt0493405,6.0,46783.0,34.887,6.1
1738,tm425889,The Ballad of Buster Scruggs,MOVIE,2018,R,132,comedy,US,tt6412452,7.3,144294.0,32.555,7.145
1743,tm244220,Darkest Hour,MOVIE,2017,PG-13,125,drama,GB,tt4555426,7.4,193208.0,21.927,7.351
1745,tm367185,Won't You Be My Neighbor?,MOVIE,2018,PG-13,95,documentation,US,tt7681968,8.4,25061.0,8.47,8.1
1752,tm287684,The Ritual,MOVIE,2017,R,94,thriller,GB,tt5638642,6.3,95551.0,24.321,6.2
1754,tm244174,Okja,MOVIE,2017,PG-13,122,drama,US,tt3967856,7.3,116305.0,25.911,7.415
1758,tm288010,Final Score,MOVIE,2018,R,104,drama,US,tt5254610,5.7,11967.0,17.411,6.1
1761,tm300280,Rumble: The Indians Who Rocked the World,MOVIE,2017,Not Available,103,music,CA,tt6333080,7.7,830.0,1.771,8.2
1762,tm244364,The Nightingale,MOVIE,2018,R,136,horror,AU,tt4068576,7.3,29758.0,25.696,7.2
1766,tm359978,Forgotten,MOVIE,2017,Not Available,109,scifi,KR,tt4236484,7.4,31208.0,33.53,8.0
1767,tm414073,Backtrace,MOVIE,2018,R,92,thriller,CA,tt3588588,3.8,4453.0,19.984,5.4
1772,tm412550,Set It Up,MOVIE,2018,R,105,romance,US,tt5304992,6.5,51861.0,18.364,6.9
1773,tm299741,Crooked House,MOVIE,2017,PG-13,115,thriller,GB,tt1869347,6.3,24033.0,10.188,6.4
1774,tm239286,The Cloverfield Paradox,MOVIE,2018,PG-13,102,thriller,US,tt2548396,5.5,104068.0,21.122,5.6
1775,tm272060,What Happened to Monday,MOVIE,2017,R,123,action,FR,tt1536537,6.8,121772.0,60.669,7.2
1777,tm266666,Gerald's Game,MOVIE,2017,Not Available,104,thriller,US,tt3748172,6.5,106451.0,21.014,6.4
1778,tm288499,Roma,MOVIE,2018,R,135,european,MX,tt6155172,7.7,155787.0,12.745,7.7
1779,tm370212,Adrift,MOVIE,2018,PG-13,96,action,IS,tt6306064,6.6,55597.0,17.991,6.9
1780,tm244191,The Beguiled,MOVIE,2017,R,93,drama,US,tt5592248,6.8,21.0,26.24,5.9
1783,tm350379,Ghostland,MOVIE,2018,R,91,european,CA,tt6195094,6.4,31379.0,34.263,7.4
1786,tm350,The Bad Batch,MOVIE,2017,R,119,scifi,US,tt4334266,5.2,31275.0,18.249,5.3
1788,tm320570,Tully,MOVIE,2018,R,96,comedy,US,tt5610554,7.0,57576.0,13.592,6.8
1790,tm357589,The Guernsey Literary & Potato Peel Pie Society,MOVIE,2018,Not Available,124,romance,US,tt1289403,7.3,45626.0,12.645,7.5
1792,tm233482,The Foreigner,MOVIE,2017,R,113,thriller,CN,tt1615160,7.0,113338.0,32.05,6.8
1793,tm320281,"Can't Stop, Won't Stop: A Bad Boy Story",MOVIE,2017,R,80,documentation,US,tt6628790,5.3,735.0,4.174,6.4
1794,tm319818,Outlaw King,MOVIE,2018,R,121,war,US,tt6679794,6.9,70822.0,24.14,6.8
1795,tm414887,Destination Wedding,MOVIE,2018,R,90,drama,US,tt6987770,6.0,29546.0,19.069,5.7
1801,tm374132,Bird Box,MOVIE,2018,R,124,horror,US,tt2737304,6.6,331070.0,47.18,6.9
1802,tm280828,The Babysitter,MOVIE,2017,R,85,horror,US,tt4225622,6.4,86953.0,52.287,6.102
1808,tm371380,The Package,MOVIE,2018,R,94,thriller,US,tt7525778,5.5,17858.0,20.72,6.0
1809,tm244197,Replicas,MOVIE,2018,PG-13,94,scifi,PR,tt4154916,5.5,37340.0,27.644,6.1
1810,tm420348,Cam,MOVIE,2018,Not Available,95,thriller,US,tt8361028,5.9,31542.0,12.204,5.8
1818,tm435086,Level 16,MOVIE,2018,Not Available,102,drama,CA,tt4006302,6.0,11823.0,69.48,6.8
1819,tm414285,Abducted in Plain Sight,MOVIE,2018,Not Available,91,documentation,US,tt3444312,6.8,18165.0,9.689,6.4
1820,tm244206,The Meyerowitz Stories (New and Selected),MOVIE,2017,Not Available,112,drama,US,tt5536736,6.9,48223.0,12.045,6.5
1822,tm273294,I Don't Feel at Home in This World Anymore,MOVIE,2017,Not Available,93,comedy,US,tt5710514,6.9,55549.0,12.544,6.5
1823,tm280060,Step Sisters,MOVIE,2018,PG-13,104,comedy,US,tt5267472,5.4,4496.0,9.814,6.5
1825,tm226948,The Shack,MOVIE,2017,PG-13,132,fantasy,US,tt2872518,6.2,35748.0,110.758,7.5
1827,tm371900,Calibre,MOVIE,2018,Not Available,101,drama,GB,tt6218358,6.8,28788.0,9.761,6.5
1828,tm271951,Apostle,MOVIE,2018,R,130,thriller,GB,tt6217306,6.3,51890.0,14.414,6.1
1829,tm244332,Beirut,MOVIE,2018,R,110,thriller,US,tt4669264,6.4,22065.0,10.945,6.3
1830,tm410435,To All the Boys I've Loved Before,MOVIE,2018,PG-13,100,comedy,US,tt8179390,7.1,101175.0,83.421,7.7
1835,tm362881,Mirai,MOVIE,2018,PG,94,family,JP,tt6900448,7.0,14983.0,52.562,7.2
1837,tm221953,Bāhubali 2: The Conclusion,MOVIE,2017,Not Available,168,drama,IN,tt4849438,8.2,94421.0,38.877,7.3
1838,tm227940,Berlin Syndrome,MOVIE,2017,R,116,drama,AU,tt3335606,6.2,25149.0,15.339,6.0
1839,tm311815,Icarus,MOVIE,2017,Not Available,121,sport,US,tt6333060,7.9,49269.0,9.623,7.7
1842,tm362098,The Kindergarten Teacher,MOVIE,2018,R,96,drama,US,tt6952960,6.7,15974.0,15.809,6.6
1844,tm317542,1922,MOVIE,2017,Not Available,101,crime,US,tt6214928,6.2,62508.0,17.275,5.9
1845,tm313683,Veronica,MOVIE,2017,R,105,horror,ES,tt5862312,6.2,41284.0,55.175,6.2
1846,tm414220,Little Italy,MOVIE,2018,R,102,comedy,CA,tt6957966,5.7,14829.0,15.703,6.8
1847,tm299677,Hold the Dark,MOVIE,2018,Not Available,126,drama,US,tt5057140,5.6,36928.0,16.591,5.318
1848,tm244325,Mute,MOVIE,2018,R,126,scifi,DE,tt1464763,5.4,35158.0,15.734,5.6
1849,tm435916,The Perfection,MOVIE,2018,Not Available,90,thriller,US,tt7772580,6.1,42403.0,12.684,6.5
1850,tm433228,Red Joan,MOVIE,2018,R,101,drama,GB,tt7615302,6.4,12452.0,13.425,6.7
1851,tm244307,Bright,MOVIE,2017,R,117,action,US,tt5519340,6.3,185996.0,36.593,6.2
1854,tm346943,Kodachrome,MOVIE,2017,Not Available,105,european,US,tt1880399,6.8,16821.0,8.641,6.8
1855,tm233362,The Discovery,MOVIE,2017,Not Available,102,drama,US,tt5155780,6.2,34092.0,11.237,6.3
1858,tm310706,Extinction,MOVIE,2018,R,96,drama,US,tt3201640,5.8,52635.0,28.029,6.009
1859,tm244233,The Book of Henry,MOVIE,2017,PG-13,106,crime,US,tt4572792,6.5,27262.0,17.456,7.5
1860,tm317566,Creep 2,MOVIE,2017,R,80,horror,US,tt3654796,6.4,25671.0,14.489,6.322
1861,tm422491,Speed Kills,MOVIE,2018,R,102,drama,US,tt6749318,4.2,3244.0,14.407,5.6
1862,tm449070,Black Mirror: Bandersnatch,MOVIE,2018,R,90,thriller,GB,tt9495224,7.1,125229.0,17.397,6.8
1863,tm315340,The Night Comes for Us,MOVIE,2018,R,121,crime,ID,tt6116856,6.9,25839.0,12.473,6.8
1864,tm307283,Cargo,MOVIE,2017,Not Available,105,thriller,AU,tt3860916,6.3,43232.0,18.142,6.4
1866,tm366567,When We First Met,MOVIE,2018,PG-13,97,fantasy,US,tt5783956,6.4,48885.0,15.879,6.6
1868,tm300615,Mudbound,MOVIE,2017,R,135,drama,US,tt2396589,7.4,47676.0,9.749,7.4
1870,tm243326,Anon,MOVIE,2018,R,100,european,US,tt5419536,6.1,42608.0,21.915,5.919
1873,tm349803,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",MOVIE,2017,Not Available,94,documentation,US,tt7214762,7.6,25948.0,10.704,7.6
1874,tm323634,A-X-L,MOVIE,2018,PG-13,98,drama,US,tt5709188,5.3,11920.0,32.431,6.3
1875,tm316414,Hell Fest,MOVIE,2018,R,88,thriller,US,tt1999890,5.5,16976.0,15.417,5.6
1877,tm434202,Malevolent,MOVIE,2018,Not Available,89,thriller,GB,tt2386237,4.8,13772.0,8.289,5.0
1884,tm410742,Happy as Lazzaro,MOVIE,2018,PG-13,125,fantasy,IT,tt6752992,7.5,18006.0,8.295,7.4
1888,tm244229,Everybody Knows,MOVIE,2018,R,132,european,ES,tt4964788,6.9,34365.0,11.374,6.5
1893,tm348993,22 July,MOVIE,2018,R,143,crime,IS,tt7280898,6.8,33609.0,33.575,7.2
1894,tm427308,Falls Around Her,MOVIE,2018,Not Available,100,thriller,CA,tt8314254,6.3,127.0,1.339,7.0
1897,tm245176,Sand Castle,MOVIE,2017,Not Available,113,action,GB,tt2582576,6.3,23158.0,27.077,6.5
1900,tm240076,Buster's Mal Heart,MOVIE,2017,Not Available,96,thriller,US,tt5173032,6.2,10490.0,6.82,6.2
1902,tm298084,On Body and Soul,MOVIE,2017,Not Available,116,drama,HU,tt5607714,7.5,27504.0,7.285,7.2
1903,tm423436,Ben Is Back,MOVIE,2018,R,103,european,US,tt7545524,6.7,21735.0,12.478,6.6
