,id,title,type,release_year,age_certification,runtime,genres,production_countries,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
3291,tm824477,Over the Moon,MOVIE,2020,PG,95,comedy,CN,tt7488208,6.3,22034.0,75.251,7.3
3292,tm927480,Kiss the Ground,MOVIE,2020,Not Available,84,documentation,US,tt8618654,8.2,6736.0,6.272,8.1
3294,tm444247,This Changes Everything,MOVIE,2019,PG,97,documentation,US,tt5795282,7.6,1580.0,4.764,6.5
3295,tm355783,Eli,MOVIE,2019,R,98,horror,US,tt5294518,5.8,35214.0,31.78,6.0
3296,tm449195,The Boy Who Harnessed the Wind,MOVIE,2019,Not Available,113,history,GB,tt7533152,7.6,37527.0,35.031,7.9
3297,tm925486,Jiu Jitsu,MOVIE,2020,R,102,thriller,US,tt9624766,2.9,8693.0,96.709,5.0
3298,tm934040,American Murder: The Family Next Door,MOVIE,2020,R,83,thriller,US,tt12987894,7.2,27193.0,11.309,7.3
3301,tm469193,Atlantics,MOVIE,2019,PG-13,106,drama,SN,tt10199586,6.7,9405.0,11.349,6.7
3306,tm420455,Rim of the World,MOVIE,2019,PG,99,scifi,US,tt8179388,5.2,23987.0,22.933,6.0
3308,tm925584,The Vanished,MOVIE,2020,R,115,crime,US,tt9794630,5.7,10378.0,13.281,6.0
3309,tm914535,2 Hearts,MOVIE,2020,PG-13,100,romance,US,tt5616176,6.2,3801.0,16.578,7.7
3311,tm423140,Avengement,MOVIE,2019,Not Available,90,thriller,GB,tt8836988,6.5,15685.0,17.407,6.8
3312,tm348403,A Shaun the Sheep Movie: Farmageddon,MOVIE,2019,G,87,scifi,GB,tt6193408,6.8,13485.0,16.792,6.93
3314,tm878842,The Edge of All We Know,MOVIE,2020,Not Available,99,documentation,US,tt11863046,6.6,2422.0,7.7,6.8
3315,tm453099,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,MOVIE,2019,Not Available,142,music,US,tt9577852,7.6,6730.0,9.859,7.2
3316,tm446176,American Factory,MOVIE,2019,Not Available,110,documentation,US,tt9351980,7.4,21694.0,12.978,7.2
3319,tm316311,Wasp Network,MOVIE,2020,R,128,thriller,BR,tt6834140,5.9,10368.0,10.195,6.1
3320,tm375883,Klaus,MOVIE,2019,PG,96,animation,ES,tt4729430,8.1,143737.0,20.85,8.3
3323,tm974366,We Can Be Heroes,MOVIE,2020,PG,97,family,US,tt10600398,4.7,14759.0,72.986,6.2
3324,tm443179,All the Bright Places,MOVIE,2020,Not Available,108,romance,US,tt3907584,6.5,28355.0,81.765,7.7
3325,tm498034,The Last Blockbuster,MOVIE,2020,Not Available,86,documentation,US,tt8704802,6.7,5448.0,8.213,6.6
3326,tm446609,The Great Hack,MOVIE,2019,Not Available,114,history,US,tt9358204,7.1,22838.0,15.376,6.9
3330,tm810547,Night in Paradise,MOVIE,2020,Not Available,131,thriller,KR,tt12792418,6.7,6747.0,61.796,6.9
3331,tm919864,The Disciple,MOVIE,2020,Not Available,128,music,IN,tt11423784,7.1,2567.0,3.49,6.8
3335,tm827508,The Boys in the Band,MOVIE,2020,R,121,drama,US,tt10199914,6.8,15376.0,11.082,6.8
3336,tm845415,Miss Americana,MOVIE,2020,R,85,music,US,tt11388580,7.4,19482.0,16.672,7.9
3339,tm822246,The Forty-Year-Old Version,MOVIE,2020,R,123,music,US,tt10642834,7.2,5003.0,11.646,6.9
3343,tm948128,Audrey,MOVIE,2020,PG,100,documentation,CH,tt10731386,7.1,1960.0,8.723,7.1
3345,tm828069,Calm with Horses,MOVIE,2020,Not Available,100,drama,IE,tt4460792,6.8,5649.0,6.1,6.4
3346,tm935309,Skylines,MOVIE,2020,R,113,scifi,GB,tt9387250,4.7,8139.0,92.324,5.6
3348,tm458467,Girl on the Third Floor,MOVIE,2019,Not Available,93,thriller,US,tt9026184,4.7,10005.0,10.168,5.3
3353,tm426638,Vita & Virginia,MOVIE,2019,Not Available,110,drama,GB,tt5859882,5.7,3823.0,8.037,6.9
3354,tm852996,Captain Underpants: Epic Choice-o-rama,MOVIE,2020,Not Available,37,family,US,tt11604750,6.4,80.0,4.5,8.0
3356,tm464557,The Perfect Date,MOVIE,2019,PG-13,93,romance,US,tt8201170,5.8,38796.0,51.174,6.5
3359,tm554944,Love Wedding Repeat,MOVIE,2020,Not Available,100,romance,GB,tt5096470,5.5,20412.0,10.708,5.66
3360,tm845437,Disclosure,MOVIE,2020,Not Available,107,documentation,US,tt8637504,8.2,5421.0,13.019,8.2
3361,tm463385,Framing John DeLorean,MOVIE,2019,Not Available,109,documentation,US,tt6256978,6.5,2331.0,4.842,6.2
3362,tm856375,The Decline,MOVIE,2020,R,83,action,CA,tt10307440,6.0,8782.0,7.679,6.2
3363,tm822907,Patsy & Loretta,MOVIE,2019,Not Available,88,music,US,tt10016704,6.8,1062.0,4.824,6.6
3364,tm952590,What Lies Below,MOVIE,2020,Not Available,87,horror,US,tt9264728,4.3,8290.0,35.418,5.4
3365,tm918706,The Sleepover,MOVIE,2020,Not Available,103,family,US,tt10888708,5.6,10399.0,9.88,6.5
3366,tm910040,Milkwater,MOVIE,2020,Not Available,102,comedy,US,,,,1.692,4.3
3368,tm831061,Magamuni,MOVIE,2019,PG-13,157,drama,IN,tt10370932,7.8,2207.0,1.418,6.9
3371,tm827216,Bill Burr: Paper Tiger,MOVIE,2019,Not Available,67,comedy,US,tt10847306,8.1,10979.0,6.16,7.3
3374,tm497383,Sergio,MOVIE,2020,R,118,drama,AL,tt6468740,6.2,9698.0,11.893,6.7
3375,tm475252,The Lift Boy,MOVIE,2019,Not Available,107,drama,IN,tt6937368,7.1,2666.0,1.422,6.8
3376,tm887450,Made You Look: A True Story About Fake Art,MOVIE,2020,Not Available,96,documentation,CA,tt11994750,7.0,4230.0,4.929,7.0
3378,tm898474,The Swarm,MOVIE,2020,Not Available,101,horror,FR,tt10675724,5.3,6892.0,11.418,5.817
3379,tm852097,A Whisker Away,MOVIE,2020,Not Available,104,romance,JP,tt11958344,6.7,9818.0,64.583,8.0
3380,tm471878,Fatima,MOVIE,2020,PG-13,113,war,PT,tt2197936,6.5,3232.0,8.184,7.2
3381,tm827142,Dave Chappelle: Sticks & Stones,MOVIE,2019,R,65,comedy,US,tt10810424,8.4,26075.0,7.885,7.646
3385,tm828317,Tell Me Who I Am,MOVIE,2019,Not Available,85,drama,GB,tt10915286,7.6,14466.0,6.542,7.5
3387,tm918734,Concrete Cowboy,MOVIE,2020,R,111,drama,US,tt8846176,6.3,8660.0,8.139,6.2
3388,tm818502,"Live Twice, Love Once",MOVIE,2019,Not Available,101,comedy,ES,tt9063902,7.2,6588.0,14.209,7.5
3390,tm926004,The Boss Baby: Get That Baby!,MOVIE,2020,Not Available,24,animation,US,,,,56.526,7.0
3391,tm490222,Uncorked,MOVIE,2020,Not Available,104,drama,US,tt9261218,6.4,5588.0,8.757,6.1
3392,tm467579,The Last Summer,MOVIE,2019,Not Available,109,romance,US,,,,20.86,6.0
3397,tm452826,Poms,MOVIE,2019,PG-13,91,sport,GB,tt5125894,6.0,6274.0,9.696,6.6
3398,tm928541,Barbie: Princess Adventure,MOVIE,2020,G,71,family,US,tt12767498,5.5,474.0,79.617,7.3
3399,tm858954,Nobody Sleeps in the Woods Tonight,MOVIE,2020,Not Available,102,thriller,PL,tt11240506,4.9,11603.0,91.502,5.0
3400,tm845549,The Reason I Jump,MOVIE,2020,Not Available,82,documentation,US,tt9098928,7.5,835.0,2.638,7.2
3401,tm432022,Violet Evergarden: The Movie,MOVIE,2020,PG,140,drama,JP,tt8652818,8.3,6099.0,19.795,8.5
3405,tm475783,Jo Koy: Comin’ In Hot,MOVIE,2019,Not Available,60,comedy,US,tt10377036,7.3,1049.0,2.53,7.1
3407,tm452851,The Operative,MOVIE,2019,Not Available,120,action,DE,tt8000718,5.7,6250.0,18.028,5.7
3412,tm465724,See You Yesterday,MOVIE,2019,Not Available,86,crime,US,tt8743064,5.2,10725.0,7.583,5.6
3413,tm849005,The Willoughbys,MOVIE,2020,PG,92,comedy,CA,tt5206260,6.3,18662.0,22.543,7.1
3417,tm451512,Close,MOVIE,2019,R,95,thriller,US,tt5316540,5.7,24755.0,17.405,5.82
3419,tm369389,The Silence of Others,MOVIE,2019,Not Available,95,history,US,tt8099236,8.0,2096.0,9.886,8.2
3420,tm933375,Cuties,MOVIE,2020,NC-17,96,european,FR,tt9196192,3.4,30338.0,10.271,5.3
3422,tm471922,An Easy Girl,MOVIE,2019,Not Available,92,european,FR,tt9632590,5.6,5045.0,16.345,5.6
3423,tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,2019,Not Available,60,comedy,US,tt9861504,7.6,1835.0,2.578,7.5
3424,tm922788,The Babysitter: Killer Queen,MOVIE,2020,R,101,horror,US,tt11024272,5.8,38684.0,83.924,6.4
3430,tm827501,Tall Girl,MOVIE,2019,PG,101,drama,US,tt9252508,5.2,23452.0,25.358,6.4
3431,tm936236,Cadaver,MOVIE,2020,Not Available,86,thriller,FI,tt11284280,5.1,9860.0,39.028,5.6
3436,tm120072,Let It Snow,MOVIE,2019,PG-13,93,romance,US,tt1950235,5.8,21828.0,14.599,6.101
3438,tm936396,Holidate,MOVIE,2020,Not Available,104,comedy,US,tt9866072,6.1,63070.0,13.344,7.1
3439,tm676311,Sightless,MOVIE,2020,Not Available,89,drama,US,tt10303430,5.5,8368.0,9.633,7.0
3440,tm464351,The Last Thing He Wanted,MOVIE,2020,R,116,crime,GB,tt7456312,4.3,15238.0,12.128,4.9
3441,tm493175,ZZ Top: That Little Ol' Band from Texas,MOVIE,2019,Not Available,91,documentation,GB,tt9015306,7.5,1732.0,4.222,7.5
3447,tm283581,Super Deluxe,MOVIE,2019,NC-17,176,crime,IN,tt7822432,8.4,13680.0,7.084,7.8
3448,tm447439,System Crasher,MOVIE,2019,Not Available,118,drama,DE,tt8535968,7.8,12874.0,10.356,7.7
3449,tm885775,Unbreakable Kimmy Schmidt: Kimmy vs. the Reverend,MOVIE,2020,PG-13,80,romance,US,tt10324166,6.9,5376.0,8.317,6.4
3454,tm835486,Jenny Slate: Stage Fright,MOVIE,2019,Not Available,66,reality,US,tt10971520,5.8,1291.0,3.462,5.9
3458,tm511940,Lying and Stealing,MOVIE,2019,R,100,crime,US,tt7558302,5.4,5818.0,20.588,6.0
3459,tm837756,I'm No Longer Here,MOVIE,2019,Not Available,112,drama,MX,tt4323594,7.3,7918.0,17.342,7.7
3460,tm460829,Children of the Sea,MOVIE,2019,Not Available,110,action,JP,tt9850064,6.5,2850.0,17.945,7.2
3461,tm853396,Dragonheart: Vengeance,MOVIE,2020,PG-13,96,european,US,,,,35.14,7.0
3463,tm877456,9to5: The Story of A Movement,MOVIE,2020,Not Available,89,history,US,tt11753730,7.4,238.0,1.777,6.8
3465,tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020,PG-13,102,romance,US,tt9354842,6.0,37471.0,38.468,6.898
3468,tm847998,Hubie Halloween,MOVIE,2020,PG-13,103,comedy,US,tt10682266,5.2,48575.0,18.454,6.0
3470,tm931686,Vampires vs. the Bronx,MOVIE,2020,PG-13,86,horror,US,tt8976576,5.6,9815.0,11.147,5.9
3473,tm461366,The Coldest Game,MOVIE,2019,Not Available,104,sport,PL,tt6445414,6.2,10749.0,9.345,6.2
3474,tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019,Not Available,64,comedy,US,tt10050780,7.2,3605.0,4.278,7.0
3481,tm855600,The Stand In,MOVIE,2020,R,97,drama,US,tt7970348,4.7,3439.0,7.135,5.6
3482,tm503508,Earthquake Bird,MOVIE,2019,R,107,romance,GB,tt8178486,5.9,14519.0,10.326,5.9
3483,tm824165,Falling Inn Love,MOVIE,2019,Not Available,98,romance,US,tt9860752,5.6,19559.0,19.061,6.529
3484,tm425698,The Wedding Guest,MOVIE,2019,R,96,thriller,GB,tt7645780,5.8,5678.0,6.608,5.7
3485,tm446625,Miles Davis: Birth of the Cool,MOVIE,2019,Not Available,116,documentation,US,tt9358200,7.4,1771.0,4.877,7.4
3490,tm918701,Don't Listen,MOVIE,2020,Not Available,98,thriller,ES,,,,33.329,6.5
3491,tm850723,Altered Carbon: Resleeved,MOVIE,2020,Not Available,75,scifi,JP,tt9310328,6.5,6127.0,81.179,6.5
3492,tm855483,Have a Good Trip: Adventures in Psychedelics,MOVIE,2020,Not Available,85,documentation,US,tt12133722,6.8,7707.0,12.231,6.9
3496,tm475836,The Lonely Island Presents: The Unauthorized Bash Brothers Experience,MOVIE,2019,Not Available,30,music,US,tt10376068,,,6.171,6.2
3497,tm524282,Invader ZIM: Enter the Florpus,MOVIE,2019,Not Available,71,horror,US,tt6739816,7.4,5796.0,10.288,7.6
3498,tm857051,Forensic,MOVIE,2020,PG-13,134,thriller,IN,tt10187680,6.8,5124.0,5.848,6.6
3501,tm451548,The Fable,MOVIE,2019,Not Available,123,action,JP,tt8676426,6.5,1838.0,3.501,6.5
3503,tm469008,How High 2,MOVIE,2019,Not Available,89,comedy,US,tt8861802,3.0,1123.0,17.294,6.6
3504,tm816038,Violet Evergarden: Eternity and the Auto Memories Doll,MOVIE,2019,Not Available,90,fantasy,JP,tt10477558,7.4,4692.0,21.408,8.2
3507,tm812916,The Stronghold,MOVIE,2020,Not Available,105,european,FR,tt10404944,6.9,10013.0,100.742,7.479
3510,tm845535,Coded Bias,MOVIE,2020,Not Available,86,documentation,US,tt11394170,6.7,2311.0,3.365,7.3
3511,tm447159,The Kindness of Strangers,MOVIE,2019,Not Available,114,european,GB,tt6515910,6.4,3747.0,8.158,6.5
3515,tm938793,I Am Woman,MOVIE,2020,Not Available,116,drama,AU,tt9185316,6.5,2296.0,15.377,6.9
3516,tm897732,Bigfoot Family,MOVIE,2020,G,97,family,BE,tt19363230,5.8,2723.0,12.91,7.1
3518,tm924991,Death of Me,MOVIE,2020,R,95,horror,TH,tt1830643,4.4,6176.0,36.207,5.0
3522,tm893799,Lost Bullet,MOVIE,2020,Not Available,92,crime,FR,tt10456740,6.3,9479.0,12.144,6.7
3524,tm430171,Screwball,MOVIE,2019,Not Available,105,history,US,tt8819596,7.1,1713.0,4.692,6.2
3525,tm848996,Tigertail,MOVIE,2020,PG,91,drama,US,tt8902948,6.6,3589.0,6.618,6.9
3526,tm846964,A Fall from Grace,MOVIE,2020,Not Available,120,fantasy,US,tt11390036,5.8,15341.0,13.235,7.091
3527,tm902330,Ghosts of War,MOVIE,2020,R,94,war,GB,tt6508228,5.5,9953.0,37.368,6.0
3528,tm450478,Under the Eiffel Tower,MOVIE,2019,Not Available,87,romance,US,tt6251390,5.4,1031.0,4.634,5.9
3531,tm826563,A Cinderella Story: Christmas Wish,MOVIE,2019,PG,93,romance,US,tt10326928,5.3,,22.154,6.4
3532,tm500565,Friendsgiving,MOVIE,2020,R,95,comedy,US,tt8431078,4.4,2875.0,6.446,4.6
3533,tm887369,Jerry Seinfeld: 23 Hours to Kill,MOVIE,2020,Not Available,60,comedy,US,tt12117854,6.7,5128.0,4.296,6.2
3534,tm844642,Michelle Wolf: Joke Show,MOVIE,2019,Not Available,59,comedy,US,tt11269704,7.2,1621.0,3.234,6.8
3535,tm981451,Death to 2020,MOVIE,2020,Not Available,71,comedy,US,tt13567480,6.8,38522.0,10.954,6.6
3536,tm822832,Lingua Franca,MOVIE,2020,Not Available,95,drama,US,tt8943224,6.5,698.0,2.528,6.1
3538,tm680024,Surviving R. Kelly: The Impact,MOVIE,2019,Not Available,120,documentation,US,tt10260638,6.1,100.0,,
3539,tm678851,Article 15,MOVIE,2019,Not Available,130,drama,IN,tt10324144,8.2,33033.0,6.181,7.7
3540,tm935895,The Life Ahead,MOVIE,2020,PG-13,94,european,US,tt10627584,6.8,14170.0,13.394,6.7
3541,tm855535,The Hater,MOVIE,2020,Not Available,135,european,PL,,,,12.908,6.9
3542,tm893816,Desperados,MOVIE,2020,Not Available,105,romance,US,tt10050362,5.2,10269.0,8.691,6.1
3547,tm860965,Dave Chappelle: The Kennedy Center Mark Twain Prize,MOVIE,2020,Not Available,86,comedy,US,tt11569640,7.4,2179.0,5.378,7.3
3548,tm371882,Ne Zha,MOVIE,2019,PG-13,110,fantasy,CN,tt7843530,,,6.397,8.0
3549,tm890674,Becoming,MOVIE,2020,PG,89,documentation,US,tt12221748,6.8,6349.0,9.982,7.5
3551,tm447520,Sebastian Maniscalco: Stay Hungry,MOVIE,2019,Not Available,65,comedy,US,tt9482786,7.0,1324.0,2.991,6.4
3552,tm977997,Captain Underpants: Mega Blissmas,MOVIE,2020,G,46,animation,US,tt13411948,5.2,160.0,18.41,5.8
3558,tm812998,Miracle in Cell No. 7,MOVIE,2019,Not Available,132,drama,TR,tt10431500,8.2,47771.0,65.548,8.3
3561,tm857430,The Occupant,MOVIE,2020,R,103,drama,ES,tt9345754,6.4,17289.0,8.774,6.3
3566,tm452573,Gabriel Iglesias: One Show Fits All,MOVIE,2019,Not Available,90,documentation,US,tt9426212,7.2,1830.0,5.845,6.8
3568,tm834664,Nikki Glaser: Bangin',MOVIE,2019,Not Available,63,comedy,US,tt10952752,6.1,1669.0,4.226,6.6
3571,tm493511,The Sky Is Pink,MOVIE,2019,Not Available,143,romance,IN,tt8902990,7.5,8664.0,6.395,7.8
3575,tm883441,Money Heist: The Phenomenon,MOVIE,2020,Not Available,57,documentation,ES,tt12078990,7.4,3482.0,43.094,7.5
3576,tm847430,Words Bubble Up Like Soda Pop,MOVIE,2020,Not Available,87,animation,JP,,,,19.969,7.4
3577,tm922532,Freaks – You're One of Us,MOVIE,2020,NC-17,93,action,DE,tt12875782,5.4,5809.0,11.865,5.7
3582,tm885860,Hannah Gadsby: Douglas,MOVIE,2020,Not Available,72,comedy,AU,,,,4.485,7.5
3586,tm453850,Time to Hunt,MOVIE,2020,Not Available,135,thriller,KR,tt11777040,6.3,5621.0,14.681,7.2
3590,tm472195,Almost Love,MOVIE,2019,Not Available,94,comedy,US,tt8739582,5.7,1133.0,4.298,6.4
3593,tm455059,We Die Young,MOVIE,2019,R,93,thriller,US,tt7903530,5.2,4181.0,17.605,6.9
3594,tm893680,Jo Koy: In His Elements,MOVIE,2020,Not Available,55,comedy,US,tt12357266,5.4,469.0,3.871,5.6
3595,tm888080,The Last Days of American Crime,MOVIE,2020,Not Available,149,scifi,US,tt1552211,3.7,11465.0,9.916,6.7
3596,tm854669,Taylor Tomlinson: Quarter-Life Crisis,MOVIE,2020,Not Available,61,comedy,US,tt11738792,7.4,3791.0,4.627,7.266
3600,tm917036,The Speed Cubers,MOVIE,2020,Not Available,41,documentation,US,,,,6.921,7.6
3605,tm458127,Human Nature,MOVIE,2019,Not Available,107,documentation,US,tt9612680,7.7,1608.0,3.416,7.2
3609,tm454375,Benchwarmers 2: Breaking Balls,MOVIE,2019,PG-13,90,sport,US,tt8750122,4.1,967.0,6.37,4.5
3610,tm838687,Holiday in the Wild,MOVIE,2019,Not Available,85,romance,US,tt8510488,6.1,15216.0,12.279,6.5
3613,tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020,PG,122,family,US,tt7736496,6.4,18374.0,28.329,6.65
3615,tm470560,Circus of Books,MOVIE,2019,Not Available,92,history,US,tt8727582,7.1,4624.0,7.515,6.9
3618,tm883189,Dangerous Lies,MOVIE,2020,Not Available,96,crime,US,tt10061766,5.3,16943.0,11.808,6.4
3619,tm1127695,The Endless Trench,MOVIE,2019,Not Available,148,drama,ES,tt7937168,7.2,6400.0,10.223,7.0
3620,tm469400,Brené Brown: The Call to Courage,MOVIE,2019,Not Available,76,drama,US,tt10050766,7.7,1552.0,4.84,7.1
3621,tm670553,Your Name Engraved Herein,MOVIE,2020,Not Available,118,drama,TW,tt10329134,7.2,5938.0,9.885,8.2
3622,tm942240,Dance of the Forty One,MOVIE,2020,Not Available,99,drama,MX,tt11525022,6.8,4386.0,10.872,7.9
3623,tm839411,Me Against You: Mr. S's Vendetta,MOVIE,2020,Not Available,64,comedy,IT,tt11559652,1.6,370.0,8.374,8.2
3625,tm823355,Inside Man: Most Wanted,MOVIE,2019,R,106,crime,US,tt7832848,5.6,3967.0,19.139,6.6
3630,tm857187,Tom Segura: Ball Hog,MOVIE,2020,Not Available,70,comedy,US,tt11861072,7.3,2967.0,4.265,6.8
3632,tm814671,Secret Obsession,MOVIE,2019,Not Available,97,thriller,US,tt9419834,4.4,21578.0,18.658,5.5
3637,tm472411,Iron Fists and Kung Fu Kicks,MOVIE,2019,Not Available,108,documentation,AU,tt9169764,6.6,1146.0,6.234,7.0
3638,tm826368,American Son,MOVIE,2019,Not Available,90,drama,US,tt9664078,5.8,7004.0,7.334,6.1
3639,tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019,Not Available,86,documentation,US,tt10883004,6.7,7525.0,8.238,6.4
3640,tm376739,Bethany Hamilton: Unstoppable,MOVIE,2019,PG,99,sport,US,tt6435258,7.4,736.0,2.099,7.9
3644,tm814644,Coffee & Kareem,MOVIE,2020,Not Available,88,comedy,US,tt9898858,5.1,13535.0,11.17,5.5
3645,tm458326,Walk. Ride. Rodeo.,MOVIE,2019,Not Available,100,drama,US,tt5848416,6.4,2407.0,14.069,7.071
3646,tm449594,Brother,MOVIE,2019,Not Available,96,european,FR,tt9095526,6.7,1066.0,7.102,6.6
3649,tm454824,Silver Skates,MOVIE,2020,Not Available,136,history,RU,tt10525672,7.1,5946.0,13.837,7.9
3652,tm853113,Thomas & Friends: Marvelous Machinery,MOVIE,2020,Not Available,59,animation,Not Available,tt12692980,6.1,16.0,1.21,2.0
3653,tm885805,Debt Collectors,MOVIE,2020,R,97,action,US,tt10933680,5.8,4347.0,15.007,6.1
3657,tm453994,The Body Remembers When the World Broke Open,MOVIE,2019,Not Available,105,drama,CA,tt8230872,6.9,757.0,3.842,7.3
3664,tm458328,Badla,MOVIE,2019,PG-13,120,crime,IN,tt8130968,7.8,27539.0,10.588,7.4
3665,tm838869,Wonder Boy,MOVIE,2019,Not Available,99,european,FR,,,,3.406,6.8
3666,tm470836,The Show Must Go On: The Queen + Adam Lambert Story,MOVIE,2019,Not Available,81,music,US,tt9856280,7.8,1979.0,5.053,7.5
3667,tm840438,Mike Birbiglia: The New One,MOVIE,2019,Not Available,85,comedy,Not Available,tt11163014,7.7,1845.0,1.696,7.4
3670,tm495609,Game Over,MOVIE,2019,Not Available,102,horror,IN,tt7360648,7.0,7402.0,3.286,6.3
3673,tm833638,The Forest of Love,MOVIE,2019,Not Available,151,drama,JP,tt10589914,6.3,2522.0,13.715,6.5
3676,tm453903,Elisa & Marcela,MOVIE,2019,Not Available,118,european,ES,tt6704898,6.6,4780.0,10.823,7.4
3677,tm461829,The Hard Way,MOVIE,2019,Not Available,94,action,US,tt9815714,4.8,3250.0,16.86,5.4
3678,tm446581,The Edge of Democracy,MOVIE,2019,Not Available,121,history,BR,tt6016744,7.3,14758.0,6.333,7.8
3679,tm831873,The Crimes That Bind,MOVIE,2020,Not Available,99,drama,AR,tt10915060,6.7,3973.0,10.408,6.4
3681,tm868777,"Love, Guaranteed",MOVIE,2020,Not Available,90,comedy,US,tt11100856,5.6,17352.0,12.174,6.5
3682,tm483997,The Kissing Booth 2,MOVIE,2020,Not Available,134,comedy,GB,tt9784456,5.7,31123.0,57.949,7.793
3683,tm838876,Undercover Brother 2,MOVIE,2019,R,85,action,US,tt6843446,3.4,690.0,4.658,3.9
3686,tm819054,Dear Mother,MOVIE,2020,Not Available,98,comedy,BE,tt10551904,5.8,1425.0,7.182,5.9
3690,tm915043,The F**k-It List,MOVIE,2020,R,103,comedy,US,tt8145202,5.1,5866.0,12.194,6.2
3692,tm827304,LEGO Marvel Spider-Man: Vexed by Venom,MOVIE,2019,Not Available,21,animation,US,tt10755644,5.6,311.0,9.62,7.2
3693,tm954303,Ni de coña,MOVIE,2020,Not Available,90,european,ES,tt13167556,2.8,387.0,4.509,4.8
3696,tm917846,The Letter Reader,MOVIE,2019,Not Available,29,drama,ZA,tt11273976,,,2.815,6.8
3699,tm467467,Homecoming: A Film by Beyoncé,MOVIE,2019,PG-13,137,documentation,US,tt10147546,7.5,7085.0,10.614,8.2
3702,tm467848,NiNoKuni,MOVIE,2019,PG-13,106,animation,JP,tt9760504,6.1,3338.0,19.73,6.7
3703,tm917974,Hard Kill,MOVIE,2020,R,98,thriller,US,tt11656172,3.3,19750.0,13.322,5.1
3704,tm848443,World Famous Lover,MOVIE,2020,Not Available,156,romance,IN,tt10991188,5.0,3206.0,2.038,6.0
3706,tm917822,The 2nd,MOVIE,2020,Not Available,93,action,US,tt11697484,3.8,8590.0,12.089,5.5
3709,tm889018,Nobody Knows I'm Here,MOVIE,2020,Not Available,91,drama,CL,tt10728764,6.5,4148.0,12.69,6.9
3710,tm843768,John Mulaney & The Sack Lunch Bunch,MOVIE,2019,PG,70,family,US,tt11318624,7.4,3532.0,5.581,7.1
3711,tm846166,Pets United,MOVIE,2019,Not Available,89,comedy,CN,tt11276598,3.7,2754.0,65.129,5.9
3712,tm819107,Aziz Ansari: Right Now,MOVIE,2019,Not Available,65,comedy,US,tt10575038,7.5,5161.0,4.989,7.4
3713,tm886086,Seized,MOVIE,2020,R,85,thriller,US,tt7221772,5.3,2270.0,12.92,6.6
3714,tm847629,Dolly Parton: Here I Am,MOVIE,2019,Not Available,89,documentation,GB,tt11497544,7.3,1502.0,3.26,7.7
3721,tm375446,Asphalt Burning,MOVIE,2020,Not Available,100,european,NO,tt6527456,5.1,2315.0,18.974,5.4
3722,tm881859,A Secret Love,MOVIE,2020,Not Available,83,documentation,US,tt3260524,7.8,4409.0,12.806,7.4
3724,tm986700,All My Friends Are Dead,MOVIE,2020,Not Available,95,crime,PL,tt13723064,5.8,6299.0,9.518,5.9
3725,tm674099,Rose Island,MOVIE,2020,Not Available,117,drama,IT,tt10287954,7.0,20555.0,12.682,7.1
3726,tm434830,The Grizzlies,MOVIE,2019,R,106,sport,CA,tt6365796,7.4,2194.0,4.171,7.6
3728,tm473601,The Son,MOVIE,2019,Not Available,92,thriller,AR,,,,8.664,5.4
3729,tm475162,American Woman,MOVIE,2019,R,85,drama,CA,,,,3.54,5.3
3732,tm814734,Kidnapping Stella,MOVIE,2019,Not Available,89,thriller,DE,tt8613876,4.9,6008.0,13.895,5.3
3733,tm912373,Jim Jefferies: Intolerant,MOVIE,2020,Not Available,66,comedy,US,tt12588160,7.2,2872.0,5.264,7.2
3734,tm916997,Work It,MOVIE,2020,PG-13,93,music,US,tt10276470,6.1,13242.0,14.953,7.7
3735,tm465408,Burning Cane,MOVIE,2019,Not Available,77,drama,US,tt7358154,5.5,633.0,2.604,5.8
3736,tm826473,A Sun,MOVIE,2019,Not Available,155,crime,TW,,,,8.081,7.639
3737,tm932595,A Babysitter's Guide to Monster Hunting,MOVIE,2020,PG,94,family,US,tt4844150,5.4,4172.0,39.595,6.2
3738,tm454156,In Family I Trust,MOVIE,2019,Not Available,94,comedy,ES,tt6869362,6.2,3194.0,5.414,6.3
3740,tm889679,Roped,MOVIE,2020,PG,90,drama,US,tt8523028,5.4,1436.0,10.847,6.3
3742,tm502151,A Remarkable Tale,MOVIE,2019,PG,93,european,ES,tt8296660,5.3,1251.0,7.463,5.7
3746,tm927286,Making The Witcher,MOVIE,2020,PG-13,37,documentation,GB,tt12987838,6.8,456.0,19.659,7.6
3747,tm881162,Athlete A,MOVIE,2020,PG-13,104,documentation,US,tt11905462,7.6,10861.0,11.88,7.7
3748,tm319139,Saaho,MOVIE,2019,Not Available,171,romance,IN,tt6836936,5.0,19610.0,7.256,6.1
3749,tm461159,Trouble,MOVIE,2019,Not Available,88,action,CA,tt6772524,5.8,3281.0,17.173,6.7
3750,tm305433,Rocko's Modern Life: Static Cling,MOVIE,2019,Not Available,45,animation,US,tt6172460,6.9,3865.0,10.256,6.5
